0,Sentiment
aun asi maynez mejor candidato claudia xocochil tambien maynez mejores propuestas opinion,4
invito lea propuestas claudia maynez facil convencerse maynez,4
verdad pa mainez unico dara perlea junio ganara claudia minimum,4
estrategia politica lopez obrador daran cuenta final,1
menos dinosaurio claudia rex jajaja,1
bueno minimo maynez xochitl gane claudia perfecto gane maynez bueno intentar nuevo,1
q claudia,1
morena peligro vv,1
claudia tmb pri,1
preciosa si gana claudia violencia aumentara estigma flojos tambien definitivamente quitaran ma derechos ciudadanos,1
ay bb violencia mejores importa vote final va valer madres pais,1
sacas gobierno amlo disminuyo dijiste derechos sacas,1
ntp tiempo tmb cegada amlo tragaba toda mentiras solo necesitas investigar datos real darte cuenta pesimo presidente,1
derechos solo busca morena quito derecho seguro popular quiere quitar varios ma seguir robando dinero dificil encontrar video,1
siempre violencia tampoco jodas goberno claudia muertos negligencia morena partido mediocre vdd preferible q gane pan,1
persona vale madres jajaj,1
parece curioso digas amlo disminuido homicidios siendo aca sonora indice violencia ma alto cada dia encuentran ma ma persona desaparecdas,1
datos demuestra incluso amlo hablo dice fundamentos,1
mienten sheinbaum cuelga ser mujer mandado agreder mujeres conservadora marioneta amlo amlo andaba chingando traer nuevo hizo contrario,1
discriminacion aumento pobreza aumento amlo miente diciendo q refineria sirve rentable igual aeropuerto cumplir propuestas conservadoras,1
ayyy fiel seguidora noticieros amarillistas va aunmentar pobreza si amlo subio salario minimo ma oportunidades trabajo disminuyo inflacion busca estadistica real,1
becas pensiones vias transporte economico f cablebus trolebus si hecho claudia we promete ninguno partido hecho,1
muevas dijeron voten voten pais condenado nadie quiere pri nadie quiere morena nadie quiere penanieto plano valio v jajajaj,1
claudia solo hizo popular quiere seguir dandole dinero mundo,1
entonces spot dicen existan ma becas aumenten pension adultos mayores vota sheinbaum dime si si ahi estan agarrando solamente,1
informan noticieros manipulan informacion solo hablan mal amlo obvio mejor unico usan regalan dinero apoyos,1
exacto dan tiempo investigar bien cosas confiables creen cualquier cosa alegra encontrar gente apoye amlo sabe mucha diferencia pais,4
logrado amlo gobierno dame fuentes confiables porfavor,4
liberacion conacyt puedes investigar incluso imago pruebas si agregar tren maya opaques amigo envidia amlo,4
dinero quedado embargo amlo partido morena brindado apoyo seguir estudiando solo abre ojos piensa bien cosas,4
honestamente claudia peor opcion votar digo demas buenos presidentes demas ofrecen seguridad ciudadanos,1
idea amlo abrazos balazos pesima idea solo dejando nagcos hagan ma fuertes puedan tener ma poder,1
quiere votar claudia,1
claudia problema,1
claudia presidenta mexico maynez spotify xochitl casa,4
tendriamos votar claudia,1
nt asi morena,1
comentarios puro hambriado morena,1
claudia sheinbaum presidenta,4
mejor perfecta estan bien pende ma probabilidades salvar pais asi haciendo amlo aunque piensan diferente,1
arriva claudia presidenta,4
hablas aeropuerto cancelo amlo,1
amlo pais incremento casi pib nominalsubio pib ppc pib ppa idh factores ano pandemia priand hizo decadas quieres siga,4
morena robado imaginas,1
voy votar maynez unico buenas propuestas ponen claudia xochitl general buen potencial,4
mayoria propuestas maynez robo claudia xochitl,1
partidos coinciden propuestas pues hicieron similares propuestas maynez claudia xochitl,4
punto vista refiero nl nuevos proyectos llevan lleva acabo amigo maynez gobernador samuel mira traen idea similares,4
senora claudia ma quiere llegar jovenes logra,4
si gana claudia mexico estara decadencia,1
jajajaja suenan claudia gente,1
claudia sheinbaum presidente,4
morena va arruinar mexico,1
creo mal informado claudia lleva maynes xochitl primer debate cambiaron drasticamente porcentajes,1
claudia maynez cochilt supe,1
molesta claudia vaya primero neta xochitl va segundo existe aun gente mexico votara,1
encontre loquito centro ayer detenido polis gritando amo xochitl puro xochitl buena,1
creo claudia va ma arriba guste,1
siempre encuestas amanadas lopez obrador claudia morena secuaces bola ratas corruptos ineptos xochitl galvez presidenta,1
claudia presidente,4
claudia xochil tieben dialogo discurso ganara menos mala,3
votar claudia votar jorge votar yu jab da wok ta tok kide dada ju mira jiduntri da joya,2
plan c morena,4
claudia presidenta arriba pt,4
voten claudia titere amlo,1
claudia sheinbaum pardo ganara,4
culpa mujeres solo votan claudia xochitl solo ser mujeres saber propuestas cada,2
gente floja vota morena,1
claudia,3
mamadas junio ganara claudia minimum seguido mainez xochitl ira casa empezando selecciones,2
encuesta pagada morena,1
vamos claudia sheimbaum morena,4
claudia,3
claudia claudia claudia claudia claudia claudia,3
PLAN C quiere decir votar Morena tener mayoria calificada congreso derecho becas,4
quitar privilegios empresas reformar poder judicial reformar ine CLAUDIA SHEIMBAUM p r s i d n t,3
claudia sheinbaum,3
problema maynez va ganar va seguir morena si queremos sacar morena mejor votar xochitl asi dividen votos,2
igual van ganar claudia xochitl mainez,3
maynez mando xochitl tercer lugar si gana claudia pais seguira igual,2
realidad mejores propuestas claudia muchas similares,4
nou claudia presidenta,1
solo pq apenas conocen piensan blanca palomita chica siempre va dar sonrisa si da cuenta avanzado morena ma minimo q,1
nmms claudia trae solo peleando unicas propuestas regalar dinero pobres,1
pues tampoco contaria claudia respaldo morena hace ma robar dinero darselo pobres,1
tres solo palabras claudia ah demostrado solo roba dinero regala pobres igual xochitl,1
investiga sepas carrera politica amlo carrera hablado retroceso busca ahora propuestas regresen,2
jajajajja nmms unicos avanzan morena pobres regalan dinero hacer,1
acuerdo ano van rescatar hizo bien ano punto moreno hizo muchas cosas buenas pais cosa ningun gobierno hizo nunca,4
p propuestas cosas q amlo habia dicho varias q hizo titere,1
toda propuestas claudia copio maynes xochilt,1
deberias ver propuestas claudia despues amlo,1
rapido dejan envolver claudia va ganar sucesor va ser miguel torruco,1
respondio preguntas igual claudia si hablamos tirarle maynez perdio oportunidad darle q comentario xochitl,1
claudia respondio solo decia mexico habia echo mentira claro tiro tiraron,1
propuestas claudia mismas hizo amlo cumplio programas quito t maynez amigo sandra cuevas,1
sinceramente claudia sheinbaum ma preparada,4
pues aunque arda claudia serum presidenta,4
si trae buenas propuestas vieron resultados gobierno amlo entonces importante seguir camino estabilizar pais ahora si maynez aporte propuestas,4
segun rumor soltaron morena creen,1
si sabes solo titere gobernador nuevo leon aparte equipo sandra cuevas nmms igual bb informate,1
si discute trae buenas propuestas asi funciona casi siempre candidatos hacen contrapeso dificil gane claudia,1
obrador lucho muchor presidencia toca maynez esperar seguir buenas propuestas puede tener cargo gobierno,4
claro claudia va hacer ma seguir quitando dinero regalandolo pobres,1
jajajajja pri morena peor bb entiendo necesites dinerito,1
ayyy mija primer lugar trabajo gano dinero segundo gane pierda pueden quitar apoyos economicos xd punto vista morena si hecho varias cosas,4
haber claudia experiencia mismo dijo trata hacer sino hizo,1
pues siempre escucho mismo repite lopez obrador,1
entonces molestas jajajaja claudia sirve alch solo miente bb,1
prian ahorita comer tuvieramos hahaha claudia va ganar quieran,1
jajajajajaja nmms claro noooo mexico pudo salir mismo debate dijeron claudia hacia ma dar cosas piojos osea nmms quieres asi gobierne,1
esque pocas probabilidades si gana claudia gana xochitl,1
sirve si manda vejete amlo,1
eh claudia si,3
jajaja tampoco informas dice maynes ve ma preparado da entender solo dejas guiar palabritas imagen unico argumento da morena,1
jajajajja nmms tmb viste mismo dijo realidad si sacaban pruebas mismo retiraba campana nietos obrador golpearon chavoas saliendo antro tampoco,1
ayyy si bebe digas amlo haciendo mismo hace ano regalando gente pobre nmms ponte investigar nene,1
si va quejar pobres culpes amlo ano gobierno va cambiar cochinero ma ano gobierno prian ponte pensar informarte,1
inteligente echar perder ma ano claudia va seguir cagadero amlo nene informate,1
nmms tres noma dicen cumplen paso precio gasolina amlo prometio,1
dudamos necesitamos unirnos hacernos fuertes sacar morena,1
maybes ganara solo quita puntos pan morena pega,1
claudia,3
tipo morena di gana gana claudia si entiendes,1
maynes payaso morena dividir botosaun captan,1
obrador lucho ser presidente ahora toca mayneshaber sigue puede dar mexico cargo,1
informate claudia,1
solo va quitar votos apoyo ninguno menos morena quiero gane voto debe ser util,1
nop si diste cuenta xochitl investigo quiso quemar diciendo q trabajo obrador pasado xdd,1
nou morena va,1
ser realistas maynez va ganar darle voto darlo perdido importante sacar morena,1
unica experiencia claudia mala experiencia negligencia linea n maman experiencia sido pesimos gobernantes,1
informas mejor opcion claudia ma experiencia gobernar,4
claudia ma preparada,4
caso dado cuenta maynez coludido morena,1
maynez morena xochitl mejor opcion,4
problema maynez va ganar va seguir morena si queremos sacar morena mejor votar xochitl asi dividen votos,2
desgraciadamente maynez morena informate,1
maynez solo ahi dividir votos votar votar morena vdd razonen voto menos peor q puede pasar mex xochitl,1
wey mayne pena wey solo subieron quitarle votos prian asi ganar mayoria senados literalmente maynez trabaja morena jhajha,1
unica manera sacar morena votando segundo lugar,1
jajajjaa maynez amigui obrador solo pusieron quitarle votos xochitl,1
unica buena opcion doctora claudia sheinbaum propuestas tipito irreales xochitl hablemos,4
morros saben politica mama maynez dan cuenta solo quitarle votos xochitl realidad trabaja amlo tan evidente,1
darle voto morena,1
basura esquirol morena,1
mismo morena voten mc,1
maynez are iso amlo varios dio,1
asi mayoria cree bolsillo amlo,1
maynez voto perdido votar xochitl sacar morena,1
jajajaj puede nino aparte amlo quito varios apoyos habia pena nieto,1
daban ala mama q tenian esposo tambien daban beca alumno si tenia hijos tres daba separado noq amlo pinch ninod,1
cierto amlo hizo constitucional nadie ma,4
exacto tal vez puedan modificar cambiarse aparte claudia tambien propuesta becas nivel primaria universidades,4
lamento informarles mayoria cumple promete abran bien ojos amlo sido unico cumplir,1
maine puso amlo solo queda xochitl,1
digo maine moda tacho morena conviccion,1
dividamos voto voto ppr maynez voto favor morena hagamos voto inteligente idea sacar morena dar poder solo,1
bebe claudia xochitl caen verdura jajaja,1
da igual sacar morena,1
problema maynez va ganar va seguir morena si queremos sacar morena mejor votar xochitl asi dividen votos,1
mismo dijo si muestra cierto mismo renuncia candidatura claudia ma confirmado toda persona mato,1
claudio mato ma ninos,1
comentario apoyo morena amlo pocos ayudo mayores ayudas,4
si sabes jovenes beca estudiar continuar estudios gracias gobierno morena verdad ningun candidato quiere seguir programa social especifi,4
bro da cuenta pri camara rechazo propuesta nego comentario candidata asi dijo retiraria apoyo viejitos madres solteras,1
dio beca pena vendi amlo companeros universitarios da beca,1
ahora promedio sigue siendo dan beca bueno cada pueblo pueblo amlo quito muchas cosas,1
si funciona gobierno amlo puede seguir asi salarios ma alto apoyos seguro apoyo estudiantes transporte etc veo mal,4
partidaria nadie menos pri si digo mencionas mal aca tristemente vote amlo,1
mainez voto perdido estrategia salvar mexico morena,1
amlo pasado define presente futuro,1
amlo salio cielo,4
candidatos pasado ahi mismisimo amlo partidos existentes,1
ms casi morenita pasaron pri,1
claudia sheinbaum,1
problema maynez va ganar va seguir morena si queremos sacar morena mejor votar xochitl asi dividen votos,1
deberia informarse darse cuenta maynez mismo morena,1
morena prian si,1
morena menos si mayoria aspectos menos seguridad,1
seguridad corrupcion principal amlo aliado narcos,1
van morena solo pobres van dinero,1
puro calor carton votara morena,1
moreno conformistas vdd hacen bueno solo plaga pais huevones becas siempre acaba borracheras drogas,1
jajajaja maynes visto menos critica enfoca ma si misma claudia ahi sigue maynes ultimo galvez ma critica,1
maynez siempre pasado criticando vieja politica claudia especial xochitl,1
claudia encargada linea metro mexico ma muertos,1
claudia debe pura publicidad imaginate presidente,1
claudia lleva tire tire xochitl realista ciegue si bine amlo buen presidente quiere decir claudia serum morena buen partido,1
perdida dinero toda mega obras amlo,1
puede mejorar mandato claudia cdmx seguridad mejoro,4
tire tire xochitl claudia solo defiende xochitl ataca si amlo pudo hacer buen trabajo dudo claudia ma preparada pueda hacer,4
pues menos claudia cdmx hizo buen trabajo cumplio prometio,4
si audio hijos amlo,1
claudia mejoro seguridad cdmx gane morena vez significa igual,4
q saber caray si q mejores propuestas aparte conocido si empezo publicadad tiempo forma morena multa ine empezar,1
morena si,1
morena peor opcion,1
confirman claudia mejoro seguridad hacia mujeres ma ambitos,4
vi debate crei solo seria claudia v xochil tirandose grenas relevante dicho maynez hizo mejor gente conozco dice mismo,4
dicen malo morena existen fundamentos,1
pruebas encuestas contradiga morena dice,1
jaksiakakaka jovenes hablas acuerdo encuestas mayoria jovenes estan claudia ahi maynez ultimo xochitl,1
desfalco ma grande historia segalmex paso amlo ratearon mil millonesy deuda neta subio billones pesoso sexenio,1
dije mayoria jovenes estan claudia parte si becas,1
ma quieres dice becas metio amlo pueden quitar bueno parte morena votare morena,1
chaviza pues chaviza hables mayoria chaviza dice jajajajja votaremos claudia segun encuestas,1
morena si,1
morena buena opcion debe ser chiste xd,1
claro mejores niego embargo aun considero debajo claudia arriba xochitl,4
morena nexos narco mejor opcion,1
visto foto amlo saluda mama chapo solto hijo chapo,1
verdad anuncios tiran morena pri,1
vv promociono gastando xochitl claudia razon conocia,1
morena mismo peor pesima mente mal costos insumos aire inseguridad pesima varios llevamos secuet robos pend dice dato,1
aliado morena,1
segunda mejor opcion duda manera volver empezamos morena casi mayoria poder hacer grandes cambios,4
dan cuenta dan atole dedo solo ignorantes votan morena,1
claudia sheinbaum,3
claudia haciendo campana,1
claudia estrategia quiten votos xochitl aqui unica salvacion destino menos tragico xochitl pesar,1
posibilidades ganar puso morena quitarle votos xochitl,1
tal vez buena opcion necesitamos seguir ta transformacion amnlo levanto mexico asi claudia seguira despues veremos,4
importantees pe lele amlo,1
senor solo relleno posibilidad ganar morena solo usando desviar votos xochil gane,1
mainez puso morena claro presidente puso quitarle votos pri astuto,1
pusieron gane morena mejor voto,4
si empezo campana tiempo forma claudia empezo hace ano tambien hace tiempo burla tirandose,1
contrapeso favor morena,1
maynez apenas empezo campana manera legal claudia xochilt empezaron hace me manera ilegal,1
problema maynez va ganar va seguir morena si queremos sacar morena mejor votar xochitl asi dividen voto,1
vamos morena claudia sheinbaum,4
olvide claudia impulso gentrificacion medioo convenio airbnb ojala morenistas conscientes ello,1
recuerden trascurria bien vicente fox luego salio luz mismo pasara andres manuel veremos realidad quedo dinero fideicomisos,1
q meteria ladms manos amlo q dehen rapuzar cdmx tanta basyra morena parece sekva,1
maine puso amlo restarle xochitl,1
voy decir cosa claudia presume ser doctora muestra objetividad menos criterio propio,1
xd claudia digo campana ano pertenecer morena partido amlo,1
claro xochitl ingeniera sistemas claudia dra fisica ninguna area preparacion presidencia maynez ma preparacion cargo publico,1
debemos ver trayectoria dice ambas candidatas muchas cosas buenas xochitl peores partidos mexico claudia tragedias linea cambio,1
tire hecho considero culpa claudia metro sindicato aparte jefa gobierno hecho claudia solo cosa,1
si sabes claudia ma estudios ma preparacion verdad,1
da miedo discursos comunistas claudia ademas desastre obrador deberia ser suficiente gente dijera da dinero olvida,1
creo enterado propuestas claudia busca hacer vias transporte economico pais fisica ver solo estudiar politica ver sale,1
jajajajajajajja si amlo dijo costaria peso preocupaba loa pobres hace tren cuesta x persona,1
claudia ingeniera hacer trenes u proyectos necesita ma patetica carrera politica viejo verde,1
invito revisar curriculum claudia solo saber derecho llegar presidente cosa bonitas propuestas traigan sirve si cumplenahi pena,1
verdad prefiero darle voto autoritaria morena corrupta xochitl,1
increible q generaciones arriba piensen solo vamos votar x maynez carisma realmente necesitamos quitar morena mando cansados abrazos balazos,1
suena manada creeme aun asi claudia va ganar,1
votar ratera asesina claudia preparada solo robar gracias,1
ninguna cosas promete asi igual centrado veia pena nieto candidata claudia demostrado muchas acciones positivas cdmx busca hacerlas pais,4
pues gente puso amlo poder dejandose influenciar mil pesitos si jovenes influenciables carisma menos hambreados,1
haber estudiado significa haber aprendido viste debate dedicaron q tirarse siquiera saben expresarse correctamente claudia dijo siga corrupcion,1
sheinbaum preparacion preparacion gobernar mal cdmx aumentando numeros feminicidios disminuyendo seguridad mala gestion pandemia,1
exacto ser realistas maynez va ganar darle voto darlo perdido importante sacar morena,1
morena hecho bien unico hizo darle dinero abuelos cegarlos hacerlos pensar mejoro,1
claudia campana ilegal jajajajajajajajajaja confundas eh,1
claudia mismo partido politico sabia serio ninguno hizo,1
alla ver iba cybertruck cree jajajajaj beca amlo casi termino prepa jajaja pues nunca termines favor ve escribes,1
si ami si quieren papa suficiente dinero digo beca amlo apoya,4
dinero campana adelantadas claudia,3
cinismo decir gasta claudia lleva minimo ano campananeta,2
gastado campana gastado claudia xochitl,2
mames autobus toda campana general llega cuarta parte gastos hicieron xochitl claudia tesla samuel,1
claudia xochitl gastado millones veo cosas,2
hahahahaha dice toda publicidad claudia xochitl ma cuesta autobus tesla gobierno nuevo leon fosfo fosfo candidato muertes,1
morena haciendo campana peor aun xochitl siendo xochitl,1
morena gasto mujeres bienestar repartieron solo acuparin datos delas inscribieron robos dan miedo,1
miedo gane claudia,2
gane claudia,3
claudia,3
da miedo gane claudia,2
morena,3
da ma miedo gane claudia xochitl,2
da miedo claudia gane,2
ma preparado claudia maynez alcoholico experiencia gobernando,2
alguien plagio tesis sabido llevar riendas ciudad debe ser presidenta claudia independiente solo titere morena morena solo empeorado pais,1
becas dio amlo salen diversos fondos pai solo populismo subio salario minimo canasta basica ahora ma cara nunca,4
aparte muchas persona dejarian estudiar beca amlo casi termino prepa,4
bueno respondes da gusto estes utilizando beca manera correcta final libres votar ma convenga ojala de claudia,3
may gente ma claudia llevara veran si,2
ma miedo da gane claudia serum manipulada amlo igual hundidos,2
miedo gane claudia siga gobernando amlo siga mexico sigue,2
relajate va ganar deberia darte ma miedo gane claudia desafortunadamente pinta alla cosa,1
debe dar ma miedo morena gane mayoria curules si preocupante,2
ma miedo gane claudia,2
da ma miedo siga gobernando morena osea gane claudia,2
miedo gane claudia,2
miedomiedo destruyan robe morena corruptos mucha gente morena soborno ciegan habran ojos yaa,1
da miedo claudia gane,2
da ma miedo gane claudia,2
aterra claudia gane,1
miedo morena siga presidencia sexenio,2
ma miedo gane titere amlo,1
miedo gane claudia,2
podriamos peor amlo si seguro,2
da ma miedo gane claudia imaginate robe igual mantenimiento metro,1
maynez buena opcion hace falta experiencia claudia mejor opcion ahorita,3
legislar tan importante administrar alcalde gobernador legislador ma logros alcaldesas,3
olvide claudia impulso gentrificacion medioo convenio airbnb ojala morenistas conscientes ello,2
jaja ay pobresito wey hace falta comprension lectora ver apoyo claudia morena,3
investiga trabajadores poder judicial va chingar va seguir plan obrador recomiendo investigar ma vdd dejan muucho desear,1
morena porfavor parece broma maynez gusta xochitl morena jajsjsjs,2
ahi va pan vota morena hambreado recibir mugrosa beca da,1
siga impunidad morena autoritaismo nepotismo conflictos intereses morena partido creado ma viejo rancio pri,1
peor opcion mexico claudia dicen ver creer momentos quieren ver quieren despertar,2
asi maynes buenas propuestas entraria mar abierto tiburones van comer claudia pues sabe envalde tiempo ahi xochitl pues manches pena nieto,1
cierres apoyo amlo norona afiliado pt cierres solo partido candidata,2
wey nisiquiera favor ninguno estan vrga ataque xochitl quiere decir apoyo claudia mm,1
mejor llora si gana claudia,2
menos amlo,3
deberia darte terror gane claudia,1
pienso morena igual rata peor prian solo morena poder requiere contrapeso xochtil mismo ganar tendria contrapeso politico,2
entendiste morena quiere poder absoluto puede dar estan evidencias adoctrinaron llamarles montajes mentiras,1
jajajaj nena dije morena mejor opcion claro pienso voto apoyo morena pan,2
gente vota claudia jugosa beca solo imbecile dejan convencer t,1
dice investiguen dante delgado alejandro gertz manero duenos mc grandes amigo amlo ademas vinculados segalmex si investiguen,2
problema maynez va ganar va seguir morena si queremos sacar morena mejor votar xochitl asi dividen votos,1
mismo pasa televisoras aparcadas morena prian,1
maynez aqui puro claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia,1
claudia maduro dime punto vista ma personal debate repetir q dicen chairos,2
igual q pena nieto claudia,1
ma probable maynez decline favor claudia,2
prefieres ala do titeres morena prian tema seguridad fracaso morena prian puros corruptos,1
jajaj sacas titere tipo historial llames asi deja casarte morena prian,1
jaja pues tambien amlo claudia olvido partidos anduvo varios,2
noo hizo amlo tirarlo basura votar wey pocos conocen li,1
esoo seria estupido votar maynez arriesgarse hizo amlo vaya basura pues mejor ir camino asegurado claudia,1
ser realistas maynez va ganar darle voto darlo perdido importante sacar morena,1
nadie llora si estudie trabajar buscando ayudas gratis enorme diferencia apoyan morena si gusta trabajar echele ganas,2
negocios recibo ayuda ningun partido obrador ase muchas cosas prian robaron,3
si obrador echo cosas buenas ay cosas estan bien anteriores presidentes tambien an echo cosas mal mayoria trabajan gobierno asen robar mexico,2
si obrador limita depositos banco puedes ahorrar ma cierta cantidad x me cierto quiere gente rica prospera,3
creo percepcion equivocada respecto trabajo duro pido nadie apoyo morena si memoria lacras gobernado,2
pues gente si necesita si trabajas necesitas programas sociales bueno sabemos morena mejor opcion trayectoria pq preocupa bien pueblo,3
tambien estudie buen trabajo apoyo morena muchas persona pueden financiar educacion demas derechos constitucion,2
gusta estudiar si do maestrias gente estudio ma si gente estudios ma dinero gente vota morena gusta trabajar gratis,2
encanta trabajar bueno ahorita vacaciones termine escuela buen puesto voy dra claudia sheinbaum,3
votantes amlo ma jovenes mayores grados estudios tenian salario ma alto,3
diga mamadas ciudad petrolera morena prefirio hacer refineria jalando invertir complejos pararlos,1
ey recuerdo responsables siguen poder morena recuerdo presidente recluto marcelo ebrad linea pandemia liberacion hijo chapo,1
primer lugar claudia ingeniera culpa deberia ser ingenieros q colocaron mal tornillo fierros lod encargados supervizar obra hicieron trabajo slim pago,2
jaj si empresa quiebra va pedir finiquito cargo asi sido culpa trabajadores firma claudia ahi marcelo ebrad tambien responsable,2
tmb toman pruebas q refineria sirva tmb mario schettino dijo q refineria amlo q va dar vale pena tmb toma cuenta q pandemia refineria amlo subio,1
linea claudia creo pueda obtener informacion revisarla primero,2
si prohibido n gobierno paso falta mantenimiento creada morena marcelo,1
maynez morena hagan endejos,1
sino sabias estan sacando obrador dijo salina pagara debe quiso empezo sacar malo,2
verorosalesrodriguez ser realistas maynez va ganar darle voto darlo perdido importante sacar morena,1
vamos dra claudia vamos morena,3
olvide claudia impulso gentrificacion medioo convenio airbnb ojala morenistas conscientes ello,2
ojala lamentablemente vote amlo gente da cuenta tipo persona partido,1
arriba claudia,3
claudia si,3
claudia presidente,3
va ser dificil morena tanta aceptacion seguramente tanta gente saldra votar fraude serum casi imposible pensar ganara xochitl necedad negacion vivir bajo piedra,2
arriba morena vamos claudia,3
cree ganara claudia ver noticias perdieron credibilidad,2
quieren hacer primo mio senador morena panico ganen,1
amlo compre voto invierta,1
compra siempre prianismo asi ganara viva claudia sheimbau presidente,1
apenas llegaria debajo xochitl quedaria claudia fuente encuesta abril massive caller,2
jaja guste hara mejor mexico ello claudia,3
arriba morena,3
va trabajo fuerza piden experiencia darse oportunidad morena asco puro vividor pobre vota,2
pues esque creo casi nadie conocia debate prefiero darle voto xochitl claudia,2
morena echo bien solo ayudar solapar narco,1
ocea amlo agravomas disminuyo aumento ok gracias queria escuchar hizo combatirla necesitamos bukele,2
pues va seguir arrepentido morena va arrasar elecciones,1
pretendo burlarme claudia va ganar saben mismas xochitl,2
si verdad tan bueno hiciera cosas tan bien estariamos peroooo asi mucha gente voto ahora votara claudia,2
pasa votaciones tan renidas contar votos caso claudia diferencia prian enorme repito vemos junio,2
amo dijo abrazos balazos dijo iba tocar jovenes gobiernos anteriores literal mataban hacian presentes informense bien parfavaaaaarrrr,1
bueno entonces hiciste respecto votar morena llegara talar ma arboles aun diciendo iban talar ninguno wow,2
mira apunto decirme ningun partido bla bla bla vota quieras toda maneras morena va ganar saludos,2
sabia respuesta oposicion viene manual instrucciones feliz amigo joven mundo delante,2
cero manual hechos ahi internet paginas gobierno incluso tambien joven mike medita voto aun tiempo ojala,2
si supiera gano despues ayer necesidad defender morena gobernara ano ma guste,2
necesitamos regresar ano peorsito pri fur refugiar morena,1
ok aplicas pri robo ma cambium hechos pri viejo metido morena,1
quizas profugos peor delincuentes ahi andan si apoyados morena ejemplo harfuch bartlett ovalle gusta vean cara jajajaja,1
quizas profugos peor siguen trabajando libremente manga delincuentes apoyados morena ejemplo eruviel bartlett ovallo harfuch seguimos,1
defiendo burlo doble moral hipocresia prianista hampoco ciega darme cuenta morena llena delincuentes dejan ver cara,1
hijole si protege patron pruebas sobra haces vista gorda verguenza prian lleno delincuentes morena tambien defiendas partido bien,1
jajajaja denuncia oye si cree morena lleno gente integra favor resulta humillante dije inicio nunca dije ser prianista,1
defenderlos senalar errores morena wow vaya criterio tan mediocre cabe duda seguidor amlo igualitos bueno queda ma decir normal jajajaja,1
moren regresa prian sabias estan morena,1
jajaja osea votar prian morena prian jajajajajajajajaja,1
vdd morena odiabas ahora diste perdon incongruente,2
entonces deben preocuparse voten morena mismos prian listo,1
prefiero darle voto confianza morena dia hoy decepcionado proximos ano espero siga igual,2
estan morena perdonas jaja compran peso lean investiguen favor ningun partido jamas votaria q ma mismo,1
solo partidos si atacando morena prian ma decir ningun partido ayuda lado si estan ayudando mejor,2
diciendo comentario incongruente estan morena perdonas contestame jamas defenderia partidos ninguno ma mismo votar odiabas,1
vemos junio listo dormire suena claudia,2
gobierno actual anterior tambien seguido robando sistema salud mismo ahora disfrazado exactamente votante ideal morena conocimiento,1
jajaja entonces si odiabas prian morena perdonaste contesta,2
genial despues gane claudia empezare comediante,2
jajajaja pwro si morena pri s jajajaja,2
morena compuesto peor demas partidos asi mucha diferencia desafortunadamente persona solo van detras dinero pais da mismo,1
lee plan nacional radicalizacion morena constitucion proponen sabes significa concesione bienes pretenden,1
prian solo ataco morena jajajajaj favor chiste cuenta solo,1
entonces mortifica jajaja doble moral prian diciendo morena prian,2
claudia proxima presidenta mexico,3
claudiaa nadie lapara,3
nooo puede cambiar asi nadano milagro pueda ellasolo hagan fraude hicieron primera vez amlo,2
olvide claudia impulso gentrificacion medioo convenio airbnb ojala morenistas conscientes ello,2
pues clave medium claudia sheinbaum,2
chingo ma voto voto casilla casilla ahi hacer valer voto claudia,2
si caray xochitl equivoco fecha claudia sheinbaum dijo seguir corrupcion prefiero equivocara fecha votare x xochitl junio,1
da miedo gane claudia ignorancia,1
ma miedo gane claudia pudo cdmx ahora imaginate pais sienten chairos pendejos pendejisima claudia estupida bastarda naca decrepita,1
claudia va ganar pactado agenda,2
jajajajaaa sheimbaum va abajo va perder seguro,1
claudia opcion si si,2
maynez mismo morena,1
pruebas maynes unico entiende apoya jovenes apoyan morena solo dinerillo q dan seguir robando haciendo mexico sangrienttttto,1
morena,1
si hablan hacer encuesta contestas q claudia cuelgan asi asi dificilmente van salir diferentes encuestas,2
claudia,1
nadia anba mainez claudia presidenta,1
claudia,1
claudia,1
morena,1
si hablan hacer encuesta contestas q claudia cuelgan asi asi dificilmente van salir diferentes encuestas,2
claudia,1
nadia anba mainez claudia presidenta,1
nunca traicionare presidente voto claudia,2
claudia,1
claudia,1
morena,1
si hablan hacer encuesta contestas q claudia cuelgan asi asi dificilmente van salir diferentes encuestas,2
claudia,1
kien claudia,1
claudia apoyo,1
claudia sheinbaum presidenta,1
carlos slim critico gobierno amlo,1
claudia presidenta,1
vamos x claudia presidencia,1
carlos slim critico gobierno amlo,1
claudia apoyo,1
tendria pasar tan extraordinario termine fanatismo morena,2
maynes palero morena,1
claudia sheinbaum presidenta,1
claudia sheinbaum presidenta,1
pase pase hagan hagan siempre serum morena,1
necesitan salir votar mexicano morena gano votaron pocos,1
si xochitl morena asi claudia amlo quiera hiba apoyar ser morena aun asi xochitl ser presidente apoyar,2
si gana morena q hacer puedan quitar reeleccion van mismo hartazgo ganaron esperemos gane morena,1
si electorado llegara votacion claudia podria perder va pasar error di historia obrador llego,1
claudia serum presidenta aqui new york mayoria vamos claudia lla votando manana ba regreso voto mexico claudia,1
voto publico claudia,1
votare claudia ooh claro ser lic enfermeria veterinario disenador grafico tener do negocios fundacion importante importante ser chairook pues,2
da claudia claudia reeleccion amlo,1
bien pais va decadencia digo solo xochilt claudia buena opcion,2
