0,Sentiment
solo culpa presidente tambien ciudadania nonos informamos seleccionar votamos,2
pierde canelo alvarez,2
maynez maynez maynez presidente,4
maynez va votar maynez,3
presidente maynes maynes maynes presidente,4
anos lleva movimiento ciudadano,2
dijeron realidad quiso prian revisara tranzas companias junto padre razon mejor cuido intereses tranzas mainez igual,2
presidente maynez maynez maynez presidente mexico favor gana,4
vamos voto masivo jorge alvarez maynez hacerlo posible,4
vamoos maynez,3
presidente maynez maynez maynez,4
presidente maynez,3
mexico mejor corrupcion nuevo mexico vamos maynez,4
puedes maynez,3
jorge maynez presidente,3
si conozco voy maynez,3
pues buen momento votes,3
maynez proximo presidente,4
nel siempre apoyare movimiento naranja si samuel medio puro fosfo fosfo samuel guia,2
si iba participar movimiento ciudadano mejor fosfo fosfo topo apenas entero va,2
voto maynez jorge alvarez maynez algo nuevo mexico,3
pues samuel movimiento ciudadano igual mariana sandra cuevas palasuelos,3
apoyo maynes,3
maynez mejor vale pena,3
vamos maynez,3
hecho paises usa momento subio,3
vamos maynez,3
jovenes enganan conceptos democracia ciudadania libertad etc cuidado pidan opinion mayores saben pasado mexico sido saqueado casi vendido,2
maynez si da propuestas,3
mexico real podemos poner gustaria menos momento fantaseoso pensar asi mas diera pri pri morena desaparecieran,2
grax considerarlo momento salgan,2
maynez presidente,3
maynez presidente,3
epa epa maynez,3
hacer quieren obligacion ciudadano ejercer sufragio democratico deber ciudadano eleccion,2
no ningun momento dijo inconforme solo dijo daba igual peor votar,2
ciudadanos irresponsables,1
noup hacer real compromiso ciudadanos dictadura imponen gobernante derechos obligaciones,1
cualquier accion obliga ciudadanos hacer voluntad dictadura,1
claro incluye cualquier accion obligue ciudadano hacer voluntad,1
hecho obligacion ciudadana,1
derechos ciudadanos,1
obligacion ciudadana,1
si dije perdian derechos podria decir obligacion si era ahorita mas funcion ciudadana,1
momento dije importante viejito dictador nota sabes dictaduras,2
derecho siguen siendo ciudadanos pagando impuestos,2
votamos dejamos ser ciudadanos derecho quejarnos pagamos impuestos fin,2
derechos ciudadano estan condicionados votar,2
participacion ciudadana politica resume voto protestar criticar denunciar hacer comunidad incluso mas importante,3
hecho mas privilegio ciudadano,2
supone culpa abstencionismo recae ciudadanos bodrio sistema politico corrupto tenemos,2
si culpa ciudadania,2
asi es falta interes participacion ciudadana culpa ciudadania involucrate,2
no si cierto sistema mal aunque vamos tampoco quitemos culpa ciudadania da igual investigar pelin digo,2
bien dicho corrupto inepto mayoria culpa ciudadano,2
pues si hecho si culpa ciudadano,2
primero escribe votar segundo deber civico ciudadano decidir va gobernar propio beneficio individuo mas,3
maynez presidente,4
derechos ciudadano condicionan voto manifestarse,2
hecho si mexico libertad derechos ciudadanos estan condicionados voto,2
que derechos ciudadanos estan condicionados voto,2
encuestas no ciudadania si misma prian compania hecho lado minimizandolo,2
apoyaras tu cuales ciudadanos,2
puro ciudadano jaja ja ciudadanos capaces eficaces jaja,2
pa apunte maynez,3
creo ningun momento quise decir detalle,2
jorge alvarez maynez va partido movimiento ciudadano importante mexicanos solo enfocarnos prian morena tambien ver,4
plurinominal q postulo mc,2
solo movimiento ciudadano fosfo dieron permiso,2
maynez nuevo mexico,3
si movimiento naranja,3
maynez maynez maynez presidente,4
maynes maynes,2
puede esperar alguien llame tonito momento espera,2
molestan leyes impulsadas gran mayoria movimiento presidente actual efecto chimoltrufia,2
pemex pemex dinero compro dinero cuidadanos dinero desperdicia anciano,2
santa fe dijo q conocia momento xochil,2
ningun momento ataco presidente rey ataques viejito senil palacio,2
responsabilidad ser buenos ciudadanos hacemos diferencia animo podemos mejor,3
argumento mal ciudadano si vas defender gobierno actual hazlo argumentos,2
mira problema aqui falto abriera posibilidad candidaturas ciudadanas,2
pues falacia tuya curiosamente mas preparado politicamente maynez independiente llego candidatura,3
dicen conocen maynez si hecho grandes cosas ejemplo,3
dice vieja politica claudia sheimbaum sabe mas postulado movimiento naranja xochilt,3
maines movimiento ciudadano,2
claudia cuevas frente perdieron voto alv movimiento ciudadano,2
pura perdida tiempo mc,2
jaja pura perdedera tiempo mc solo fortaleza jalisco nl,2
maynes estudio el,2
alvarez maines piedra sal gracia,2
cuate perdido mc borracho junior,2
momento amenaza mio,2
momento vi parte,2
usted amigos familiares vecinos companeros trabajo escuela ciudadanos,2
respete ciudadanos atienda lobque importa seguridad deje justificar mal gobierno,2
si dictador estaria hablando periodista sacado preguntale jorge ramos trump,2
asi trump mando sacar jorge ramos mismo periodistas pueden atacar desgarrar pruebas lestoca andan llorando nada,2
mas bien jorge ramos tenia losde ataque terco mula misma pregunta cualquiera sale casillas manda fregada,2
si libertad expresion jorge ramos dolor estan cuchillito palo cortan friegan asi disque periodistas mas puro golpeteo flojera,2
presidente intocable sujeto investigacion cualquier ciudadano,2
jajaja ningun momento hable loret comente violacion derechos privacidad hizo presidente bueno puedo esperar alguien educacion,2
jajajaja ningun momento hable loret respondo comentario si habla loret mejor devuelvete escuela luego comentas,2
trump hizo jorge ramos cuenteme trump sancionaron ah perdon papa gringo papa seriaos favor,2
maynez maynez maynez,3
maynez maynez,2
maynez mejor preparado puestos importantes anos creo momento quitar vieja politica darle oportunidad mas jovenes construir pais,4
maynez maestria derecho constitucional derechos humanos hace candidato mas apto,4
no veamos maestrias maynes buenas apenas anos,2
mc vieja politica disfrazada nueva politica,2
importante ver cada posgrado caso manera objetiva posgrados maynez mas peso vacante servicio publico,2
si gobernar pais gobernar pais tiened minimo gobernar ciudad maynez nunca goberno ninguna experiencia tiene samuel si,2
maynez jefe grupo,3
aun asi cae bien maynez,3
edemes maynez equipo consiguio dias vacaciones mencionan,2
oigan maynez siendo candidato interesante,2
quisiera votar maynez creo alcanza dar batalla,4
creo votare tambien mainez,4
maynez presidente,5
nombreeee literal solo carla maynez cuenta jajaja,2
verdad siento maynez preparado mejor opcion desafortunadamente parece elecciones dos candidatas,4
vamos maynez podriamos tener buen presidente,4
presidente maynez maynez maynez maynez presidente,5
manipularon frase voto util quitaron voz digan noalvotoutil primeros traicionarse si mismos voto maynes gane pierda quitaran voz,2
oigan gracias comentarios compartir postura votar maynez hacerlo nomas decir,4
checando creo maynez mejor preparado prudente,4
pues si aun duela mas maestrias maynez tene mas dos,4
maynez seguro prepara cocktails pegadores,3
mas curriculum maynez terminado universidad,3
maynez equipo consiguio dias vacaciones mencionan,2
maynez anos menor mas preparacion podria valer pena darle oportunidad alguien joven,4
alguien vive gobernado movimiento ciudadano digo,3
jal confirmo tambien municipio gobernado mc dioos,3
estan coalicion unico va partido maynez mc,4
maynez demostrado tener propuestas reales preocupacion jovenes buena educacion demosle oportunidad,4
maynez maynez maynezpresidente,5
maynes precidente,2
maynez presidente,5
maynez viene buenas propuestas,4
maynez maynez maynez presidenteeeee,5
obvio maynezzz,4
maynez puede posicionarse primer lugar menos meses un voto nulo seria igual,3
maynez mejores ideas para los jovenes basta gobiernen boomers,4
maynez hizo pre campana ilegal,2
maynez maynez maynez presidente,5
digo maynez pq jovencito,4
maynez maynez maynez presidente,5
maynez maynez maynez presidente,5
hizo pena nieto maynez pena vv,2
maynez menos peor,3
maynez bueno aun falta mas trayecto si sigue haciendo camino tal vez si llegue presidencia,4
momento presidente si aun falta ver propuestas todos ti,3
triste realidad votar menos peor si maynez menos peor,2
mejor alvarez,1
verdad mejor mas preparado puedo entender pueden preferir alguien mas controlan joven ciudadano libre,2
maynez admin pagina facebook,2
apenas conoci maynez convencio necesita meterle publicidad,2
maynez experiencia gran punto negativo solo sido diputado llevado control financiamiento,2
revisar propuestas experiencia gobernando maynez mejor experiencia final cuentas pregunta ira cumplir,3
preparada logica maynez mejor preparado,3
maynez conocimiento politico si estudiado honradamente puede administrar mejor leyes la pregunta si honrado,3
amor cosas propone maynez existen viables pinta suenan bonito perspectiva derecho verdad,3
maynez puede prometer luna sabe ganara entonces ofrece estrellas votos final mas votos mas dinero partido,3
maynez va ganar,5
manipularon frase voto util quitaron voz digan noalvotoutil primeros traicionarse si mismos voto maynez gane pierda quitaran voz,2
maynez mas preparacion orientada ser politico vendria bien considerando mayoria politicos mexicanos estudian,4
administracion publica mejor preparacion conocimiento leyes maynez tres maestrias relacionadas derecho administracion,4
maynez maynez maynez presidente,5
alvarez maynez ayudara mex,3
maynez mas preparado,4
maynes mas adecuado ocupar cargo duda usted mejor decision,4
recomiendo votar maynez ah buenas propuestas,4
vamos jorge alvarez,3
ay darle oportunidad alguien nuevo maynez,4
mejor preparado ser presidente maynez,4
digo maynez pensamientos claros desicivos,4
jorge ceo vlog jajaja dijo karina torres,2
siento maynez bien preparado ademas alguien joven comparacion candidatas debate gustaron propuestas,4
chales maynez mas preparado politicamente hablando menos conocido,2
maynez presidente,5
maynez dar contraria mujeres algun partido especial si cambiarle hallar verdadero cambio,2
mas preparada michelada maynez,2
maynez politico verdad namas juegan politica,2
maynez maynez maynez presidente,5
maynez maynez presidente,5
maynez opcion menos mala,2
maynez mas preparado sabiendo contendientes llevan anos,4
campeche movimiento naranja robo buen municipal corrio mucha gente ademas anterior alcalde profugo loco vota mc,2
jajajajaja pues sacalas senor presidente usted saber mas ciudadanos ridi,2
movimiento ciudado q hecho mas pais recorrido aun q campanas apoyado aun pedir voto acambio,2
maynez presidente,5
hablo movimientos ciudadano si merecen puestos,2
hizo ilustre ciudadano,2
votare maynez,4
maynez verdad pura gente cree ser hombre va hacer mejor,4
votar maynez hacerlo nomas decir,3
maynez presidente,5
ubicas video cdmx ubicas ningun momento pusiste mexico general aprende redactar luego dices mmds tenian ver whitexicans qpd,2
maynez sandra cuevas mas aparte piensa ricardo anaya,4
quiero gane maynez,5
vamos mainez,4
nambre si gana maynez siento pasara mismo colosio,2
ven jalisco movimiento ciudadano hecho,2
si gana maynez nuevo pena nieto,2
maynez nadie pela,2
conmigo maynez jajajaja,2
cuantos maynez jajajaj,4
aca voto mas maynez,4
tirar hate senalar realidad ahi comentas julio amado acosador chapulin maynez dona,2
voto maynez,5
maynez maynez maynez presidente,5
maynez presidente,5
maynez maynez maynez presidente,5
maynez maynez maynez presidente,5
maynez maynez maynez presidente,5
maynez facha erique penanieto,2
maynez maynez maynez presidente,5
maynez tampoco chistoso si buena onda si va cumplir probablemente,3
si eh investigado mucho justo parecer tonta pregunten voy votar mainez,2
dices tontas despues dices vas votar maynez salio jajaja hecho maynez tomes cuenta,2
investigaste maynez,2
va ver boto convenci familia vamos maynez,4
convenciste miren familia maynez saco nueva rola votar,4
dije ningun momento mejor claramente dije tres peor dare voto narco morena,2
si ganara mas corrupto entonces estaria prianrd mc si opinas contrario gnorante tema,2
mal ciudadanos hagan encuestas cada lugar pais asi podrian darse idea preferencias lugar pienso saldrian igual esta mexico informado,2
maynez maynez maynez presidente,5
maynez maynez maynez maynez presidente mexico,5
eligieron dividir votos ganarse voto joven inmaduro recuerdo ninos maynez llamaba quadri,2
nadie perfecto puede corregir ahora dime piensas va hacer tal maynez corrupto proponga significa va cumplir,2
nadie perfecto diciendo maynez vaya cumplir propuestas pie letra creibles buenas ademas veredicto final dara despues votaciones,2
creo mejor alguien mas preparada academicamente pues maynez sandra cuevas,4
creo verdad juventud vota solo cancion representa ademas si buscas diferencia vas verla estan detras maynes iguales,2
ningun momento xochitl contesto preguntan respuesta concreta menos jovenes cuestionan nunca contesta siempre mete demas partidos,2
maynez dio propuestas deplorables dos solo dedicaron pelear,2
maynez maynez maynez,5
presidente maynez,5
maynez maynez maynez presidente,5
maynez mejor opcion,5
levantar mc solo placer ver sufrir prian,2
mc levanta jajaja,2
nonono votar mas facil afirmar fraude aunque digan va ganar x persona seguramente deben votar ejercer muestra obligacion basica ciudadano,2
mainez conocen pq si empezo campana legal tiempo,2
maynez maynez presidente,5
nomas apoyos sirbe dinero si bas malgastar maynes ba dar mas puestos trabajo lugares universidades,2
comunidades deberia hacer ejercicios asi ciudadania cuenta si hacen fraudes electorales,2
maynez queria votar llega maynez,4
maynez experiencia saber podra dirigir pais entero ademas demostrado propuestas viables,4
jajaja real iba anular voto escuche venian campanas presidenciales maynez cambio,2
maynez tambien buena opcion apoyado publicidad,3
inicio siempre mucha publicidad simplemente nadie quiere mc,2
si asisti marcha miles ciudadanos,4
maynes mejor,5
presidente puedo votar x morena gobernador movimiento ciudadano presidente mundial podria ser pan xk individuos convence,2
mc no si alfaro bien odiado,2
mc jalisco deberia hacerle caldo gordo mc nacional mas maynez deberia ahi,2
honestamente jalisco debe pensar bien votos prian mc,2
entonces si los mismos dices voten ellos vez estan bien pun tone si final cuentas priistas jajajjaa mc jalisco,2
lemus hecho jalisco empezo bien momento hizo igual pelon alfaro mc peor,2
movimiento ciudadano judios todo nadie quiere tampoco queremos morena,2
dios mc demostro jalisco sirven hecho asquerosidad pelon hace bien,2
pues si minimo tratar escoger alguien mismo movimiento tratar cambiar ver si minimo empeoramos,2
nadie quiere movimiento raterano aqui guadalajara dicen,2
maynez presidente diputado si chambeo,2
maynes va ser causante mc pierda registro,2
maynez maynez maynez presidente maynez,5
maynez maynez maynez presidente,5
maynez maynez maynez presidente,5
maynez inclinara hermana alex lora,2
mms q maynez,2
jorge maynez opcion buena busca propuestas junta samuel,4
samuel penanietazo mainez idea dice,2
presidente maynez maynez maynez presidente,5
neh maynez maynez presidente maynez presidente maynez presidente,5
maynez bronco solo adorno,2
despues primer debate maynez tendra mas popularidad,4
maynez maynez maynez presidente,5
va arrasar maynez unico opinion propia animo jovenes,5
forma amigo suda maynes maynes maynes presidente,4
salio tal jorge alvarez maine,2
verdad no recomiendo buscar propuestas maynez,2
voy votar maynes creyendo samuel,4
maynez presidente,5
dan escoger maynez rata pend rata escogerias,2
puro movimiento naranja nvo leon vamos puro movimiento naranja,2
maynez presidente,5
maynez maynez maynez maynez presidente inviertele jorge alvarez maynez fi confio remontada,5
vamos maynez xd,4
maynez maynez maynez presidente,5
maynez maynez maynez maynez presidente,5
maynez maynez maynez presidente mexico,5
maynez maynez maynez presidente,5
fin veran maynez,4
maynez maynez maynez presidente,5
maynez presidente,5
maynez maynez maynez presidenteeee,5
maynez presidente,5
maynes maynes maynes presidente,5
maynez bajita mano va llegar mas merma priand,2
entonces menor pior mainez dos titeres,2
vamos candidato maynez mejor,4
mainez mejor perfil propuestas,4
presidente maynez,5
primer comentario q miro maynez,2
jorge alvarez si puede,4
quitaron mc apropiaron indecisos hizo mexico elige,2
jajaja y luego reforma periodico mas derechista momento,2
jorge alvarez si puede,4
quitaron mc apropiaron indecisos hizo mexico elige,2
extorsionar empresarios narco movimiento,2
mainez llevo todas personas despues debate,4
jovenes w y quieren pensionarse conocemos maynes logrado grande arriesgamos sexenio tibio riesgo malisimo,2
exacto conocemos asi arriesgamos sexenio malo arriesgamos bueno movimiento ciudadano nunca poder asi sabemos,2
video chava habla cosas buenas hecho maynez recomiendo verlo si hecho cosas grandes solo buscalo,5
presidente maynez maynez,5
mainez mejor perfil propuestas,4
entendido maynez hablo creo,4
si realistas gano maynez,5
maynez presidente,5
maynez maynez maynez presidente,5
jovenes mayoria mexico junio saldran votar demostraran solo cancion estan preparados decidir pais desean vamos maynez,4
mainez mejor perfil propuestas tocaba ebrard robaron,2
hecho basta ver cachitos debate darte cuenta q maynez mejor opcion unico evadio preguntas contesto bien,3
cualquiera menos gelatina votaria maynez,1
mainez mejor perfil propuestas tocaba ebrard robaron,2
maynes debate,3
maynez cansaria forzando sonrisa tiempo,2
igual elecciones pasadas irle maynez momento menor peor,2
mainez conocia aora sii,2
mainez mejor perfil propuestas tocaba ebrard robaron,2
presidente maynez,5
maynez maynez presidente,5
vamos mainez,4
fud falla misteriosa factor humano acelerar construccion momento produccion energia nucleo calento mas,1
aun miedo piensan aun tiempos chernobyl jajaja compa arriba cree listos realidad mejor momento,1
ojo maynez like,4
maynez llevaria tiempo dudo cumpla,2
maynez cosas mas interesantes si pueden ser viables,3
ok entonces si llega movimiento ciudadano poder opositores serian demas partidos,2
totalmente apoyo momento energias limpias mas barato lamentablemente energia nuclear requiere inversion muyyyyyyy grande,1
propuestas maynez agradan mucho malo tanta difusion,3
voto maynez agrada mas propuestas,4
tambien ponganse pensar propuestas dos candidatos fantasiosas aun maynes diga ser gradual contradiga,2
maynez estarian perfectas si construyera diera pierdan empleo refinerias,2
maynez mejores propuestas si demas dejaran fanatismo partidos iguales contendientes,4
maynez siii,5
mc prian empiecen dejando usar cosas hechas petroleo refinado empezando celular,2
maynes maynes maynes presidente,5
maynez va lugar,3
datos correctos da maynez segundo lugar mejor,3
pues espere ver debates decidi votar maynez,2
despues maynez supero,3
pues crees haciendo maynez esperando hueso,2
maynez presidente,5
nadie vota mayne,1
empate tecnico cochilt maynez,2
ja jaja va tercer lugar maynes ja ja ja,1
maynez presidente,5
escuchate favor luego andan chillando alcanza nada cualquier momento puedo ir pais vas quedar aqui pobre,1
voy maynez vamos maynez,4
sucede si puede ser buen candidato porcentaje ciudadanos elijiran valdria pena votar alguien posibilidad real ganar,3
chale unico bot maynez si pal taco,1
voto mc maynez,3
maynez mejor opcion nadie conoce,2
necesitamos votar maynez familia,4
experiencia maynez,3
regidor diputado local diputado federal coordinador bancada naranja recuerda politica sabes si rodeas,2
vamos maynez,4
maynez empieza ser opcion viable,3
necesariamente si mc obtiene mas votacion aunque gane tendria mas espacio senado diputados siendo contrapeso congreso,3
tambien queria samuel justamente maynez coordinador campana buen perfil,3
imagino si pues ves viable votar maynez,3
maynez bro conferencias,2
maynez propuestas sector salud buenas realistas,4
investiga maynez propuestas realidad buenas si pensamos opcion votamos puede ganar,4
maynez unico cuerdo parecer,4
maynez partidos pasa sabe,2
nadie acuerda jorge jajajaja,1
si votaria si movimiento ciudadano,3
digo maynez,2
maynez opcion mas cercana,3
voto maynez,3
cayo bien maynez,4
si aqui perfil jorge alvarez maynez,3
voto maynez,3
naranjas podridas van basura,1
propuestas maynez,3
tambien maynez checalo,3
dinero alcanza mientras movimiento va ven siempre trabaje si primera ganancia olvidemoslo regla negocio gana reinvierte gana asi consecut,2
malo partido mete presidencia sacas anos buena opcion claudia xochil vamos movimiento ciudadano,1
maynez mal convence si pais mal,1
votar maynez suena bien sabemos si va salir bien podria salir peor,2
vota maynez padre santo,2
dije solucion saber morena solucion nada prian tampoco movimiento ciudadano menos tan mal solo buscamos menos peor,1
sinceramente ayuden adultos mayores bien sabemos xochitl haria bien dijo fox dudo haga movimiento naranja,1
miedo gente estupida piense opcion viable pais momento morena,1
miedo persona voten maynes solo meme pena,1
ay si horror menos voten movimiento ciudadano,1
jajajja miedo el futuro pais los jovenes vayan votar maynes solo cancion pq les cae bien,1
miedo q vayan prian movimiento ciudadano,1
miedo van maynez ask,1
solo afirmas dolar perdio valor peor momento peso sexenio pena nieto si podria comprar kg,1
dolar aprecia especulacion inversionistas solo explicar actividad economica cualquier momento vuelve llegar,1
mintio cifras percepcion seguridad tema pandemia cierto uso conejo indias ciudadanos usando ivermectina medicamento parasitos,1
dejo usaran ciudadanos covid fundamento cientifico sirviera si sabes microbiologia farmacologia clasificaciones bacterias virus parasito hongos,1
jajajaj creeme dinero bastante verdad momento insulte simplemente aunque dieran dinero cambiaria bien si afecta demas,1
mejor opcion pri pan saben movimiento naranja narco mas raras movimiento tan solo vean alfaro tantos millones robo covid lemus socio,1
si checas puro escasos recurso ninguno dijo mc,1
movimiento ciudadano si vamos morena crezca pagaras dan ahora,1
entonces regresar robadera prian juventud vota prian viejos puro morena movimiento ciudadano,1
movimiento ciudadano,3
mejor maynes jaja gracioso hacen votar populismo,1
cobra beca si dejas estudiar w menos poli momento das baja dictaminas sacan programa sacas estudian cobran,1
debe haber conocido momento dictaminar darse baja quitaron beca luego luego reclama entrega hicieron mal uso beca,1
movimiento ciudadano,1
cosa saber propuestas trae maynez querer darle oportunidad partido politico diferente,3
broma visto puro nino quiere votar maynez solo pos canciones memes final argumentan q buenas propuestas,1
maynez maynez maynez presidente,5
pueblo pa miarda ciudadania pueblo pa ignorantes miardas narcos,1
voto claudia dependo ningun partido apoyo tarjeta algun momento tarjeta ayuda uso abue depositaban cada meses,3
votar maynez hacerlo mas decir,1
payaso sebe q sabe controla maynez,1
estan gdl ninguno dijo mc,1
si centramos gdl nadie votaria mc,1
momento intente coercion si quieres seguir good voto libre,3
caso ido mc fosfo fosfo asi,1
maynez supone menos experiencia mejor expreso expuso propuestas maynez esfuerza partido siendo nuevo maynez vequecumple loque dice,4
cierto maynez,3
maynez indefenso lobos rodearan comeran falta muchisimo cree varita magica va arreglar,1
concluyas maynez cae bien apesar ser mentirosa apoyes indica claramente pensando razonablemente,2
creo si populismo dirian movimiento ciudadano canciones chidas,1
gracias otra si investigo mejor maynez,3
jajakaakakkakakaajajja maynez,1
maynez jajajajajajajajajajaja,1
pues hace falta investigar poquito mas dejas guiar solo visto maynez cada quien voto secreto animo,2
populismo maynez,1
jaja si varias propuestas mainez estan requiere mas investigacion,1
quejas populismo igual solo conociste mainez cancion,1
wey dicen morena guadalaja movimiento ciudadano gobernador completo p ndejo ratero xd,1
ustedes maynez cancion pedorra,1
ojala den mas difusion maynez buen candidato,4
menos peor jorge maynez,2
no maynez dijo seguiran apoyos sociales,1
maynez fifi va llevar quiebra,1
maynez creo mejor opcion,3
maynez maynez maynez presidente,5
digo maynez mejor creo quede mexico ano quiere presidenta presidente,4
votar maynez entonces,3
quisiera votar maynes,2
creo maynez mejor candidato tipo estudios espero gane,4
maynez paso partidos,2
maynez maynez maynez presidente,5
tal vez si mainez movimiento ciudadano tal vez seria gran propuesta mientras vamos claudia,3
malo movimiento ciudadano propuestas da campana mejor dos,1
movimiento ciudadano enredado polemicas dirigentes consiguiente unico sostiene gubernaturas si existiria,1
obviamente maynez poniendo prioridad jovenes,4
mas preparado ahi ser presidente estudios maynes,4
maynez barba parece dado jaja,1
maynez maynez maynez presidente,5
claudia jefa gobierno momento mandaron inspeccionar escuela mandaron reporte aceptaron directora tenia hacer arreglos,1
maynez maynez maynez presidente,5
mejor maynez,4
maynez maynez maynez presidente,5
maynez maynez maynez presidente,5
maynez tan solo propuestas importante debate,4
maynez maynez maynez presidente,5
voto maynez hace falta algun joven,3
maynes solo candidato relleno,1
claro maynez candidato haciendo campanana manera hace mientras iniciaron campanana siendo manera ilegal corrupta llegar presiden,1
maynez mas limpio santo no,3
vamos mejor jorge alvarez maynez,4
supuesto maynez,3
samuel si maynez,4
maynez mejor opcion verdad,3
presidente maynez,5
maynez maynezmaynez presidente,5
maynez mejor,4
siento alvarez mailnes desventaja enorme ingreso tarde competencia siento estaria ganando chochil,1
correcto pusieron publicidad registros incluso maynez acaba comenzar marca ley si creo va dar vuelta,4
maynez buena opcion,4
san juan rio amigas invitando ofrecio ningun momento algun pago ir,1
justo habia pensado hablan gastan millones pesos descaro pedir ciudadanos trabaja dia dia menos mil ano,1
gracias mc candidato propuestas innovadoras van elecciones ojala pierdan registro,1
pues si cambio importante mc pan naranja,1
cualquier ciudadano puede ser politico problema radica dedazos mayoria politicos solo van brincado puesto,1
samuel mando titere representar movimiento naranja,1
q momento enoje xd solo puse fans botarga,1
xochitl presidenta jorge maynez presidente,1
voy votar maynez mas sienta tan triste,1
maynez ssni,1
confundas haciendo copia campana pinochet claudia momento tan fuerte delincuencia tubo bal,1
candidata dijo abrazos delincuentes balazos ciudadanos,1
si bebe perfecto morenista priista panista naranja solo persona deja cegar proyectos sociales realidad mexico viviendo peores ano,1
esfuerzo organico natural ciudadano saludos catella,4
si impresionante ver cantidad lunch despues basura dejaron ciudadanos,1
muestra alguna prueba esten repartiendo dinero ayer presenten ningun momento ofrecio algun monto economico,1
suma no va ganar participacion ciudadana saludos gaby,1
aveces olvida maynez existe,1
maynez pregunta seria,3
candidato movimiento ciudadano presidente mismo partido encaja pueblo,1
maynez figura nada,1
ciudadanos mexicanos desean ser presidentes mueven masas compran voluntades verdad seca,1
favor acarreados pan morena movimiento ciudadano,1
movimiento ciudadano va registrar presentar candidato presidencia ya quitaron samuel aun candidato,1
loke pasa culpa mc echan culpa alopes culpa autoridades jalisco usted lode malo nomas estan encontra,1
jalisco entra ejercito gn alfaro autoriza entonces dices rollo mc xd,1
jalisco gobierna mc jaja,1
diciendo mc vale madre mismo,1
maynez presidente,5
tambien movimiento ciudadano no mienta senor,1
movimiento ciudadano puras mentiras,1
movimiento ciudadano,1
minimo segundo lugar casi desaparecer priand segundo lugar mc,1
ahora recorre mexico mc,1
vamos mayne,4
vamos maynez,4
aqui bot mayoria ciudadanos nivel nacional extranjeros corrupcion,2
creo mas facil anular votos bro verdad vale pena votar nadie mujeres menos movimiento ciudadano,1
toco votar wey mc,3
creo seria votar movimiento ciudadano,3
maynez que xd,2
pues jorge maynez,3
maynes jajaja,2
maynez candidato mov ciudadano entonces checar bien q podemos hacer,3
votar com buen ciudadano,3
movimiento ciudadano,3
pues movimiento ciudadano tal vez ganen asi damos voto gusta,3
bota maynes,2
votar maynez,3
votar unico hombre elecciones movimiento ciudadano permitamos poder mujer,1
votar mc hacerse,2
digo volver votar cantinflas asi este momento lit si habia gente votaba jajajajaja,2
ruina momento,1
problema ciudadanos vamos ojos cerrados tras politicos abriremos ojos,2
mejor maynez movimiento ciudadano,3
momento leyendo,2
confundas haciendo copia campana pinochet claudia momento tan fuerte delincuencia tubo bal,1
