0,Sentiment
claudia proxima presidenta,5
viva claudia presidenta,5
mirena patron riendose,1
arriba claudia arriba morena,5
si ban arreglar pais ase anos morena adelante claudia,5
papas panistas aun recuerdo tenian esperanza q pan cambio fox salio igual morena cambio realy tangible,1
claudia viva viva,5
voto claudia sheinbaum,5
listos elegir mejor gobierno claudia,5
claudia sheinbaum pardo morena voto usted,5
arriba morena,5
arriba claudia morena,5
quieren ellos morena demostrado cambios positivos,5
explico hacian partidos segun hace morena,5
amlo pri viejo sequito,1
doctora claudia mejor opcion,5
mejor opcion claudia sheinbaum presidenta mexico,5
claudia presidente,5
proxima eleccion ganara claudia vamos morena ciudadanos pueblo mexicanos,5
morena sinonimo corrupcion muerte,1
morena sinonimo corrupcion muerte,1
morena fallido,1
viva claudia morena,5
gracias xochitl voto morena,5
viva viva morena,5
viva morena,5
morena sinonimo corrupcion muerte,1
vamos claudia,5
claudia vamos,5
viva claudia proxima presidenta morena millon,5
arriba morena,5
vamos morena,5
viva morena,5
morena sinonimo corrupcion,5
morena quiere pueblo da razon sr,5
obvio morena,5
viva claudia voto masivo,5
pues sabe voy claudia morena,5
arriba morena,5
voto masivo morena,5
arriba morena mc,5
claudia claudia,5
arriba morena,5
bueno alegren ver candidata alegra xochitl galvez haga posible impulsar presidencia claudia sheinbaum pardo hace dice,5
igual claudia,5
claudia presidenta,5
claudia presidente,5
claudia sheinbaum pardo,5
cara pobre ahora da risa todo cree millon votos hizo amlo millones,1
si levantamos mano claudia pura,5
claudia presidenta,5
candidatura ciudadana contrato gobernador coahuila pos si,5
viva claudia,5
doctora claudia presidenta,5
claudio x gonzalez,5
claudia presidenta,5
arriba morena,5
creo si modo dura bastante si amlo creo aguante semana,1
dijo lopez doriga,1
facil miedo segun llego loco obrador hecho ex presidentes,1
si iba alguien nombre morena calumniarian presidente mando ciudadanos podemos recordarle asta mama,1
si gracias morena ba arrasar,5
creo claudia voto asi familia votaremos,5
llocreo claudia,5
asi doctora claudia apoyo total,5
viva claudia,5
claudia planc,5
claudia mexico,5
mayoria morena importa k digan,5
vamos claudia presidenta,5
grande claudia amas nacion gente buena mexicana viva morena,5
claudia gano,5
vamos claudia,5
adelante claudia,5
claudia liderazgo va arrasar dos candidatos,5
nuevo pri morena,5
claudia sheinbaum pardo proxima presidenta mexico,5
simplemente claudia competencia asi ganado,5
doctora claudia sheinbaum presidenta,5
claudia inteligente habla ingles encontrado cosas contra mas quieren vamos morena,5
claudia sheinbaum pardo obviamente,5
claudia continuidad,5
voy claudia,5
vamos claudia,5
tambien voy claudia,5
claudia ganara,5
ojala claudia sepa internet cosas,1
obviamente claudia,5
qe represente mexico nesesita dama vufon circo vamos claudia millones apollamos,5
ganar claudia,5
vamos claudia voto masivo,5
va hacer polvo claudia,5
dudo supere candidato mc hablar claudia hahahaha,1
podrias mostrarme pruebas sheimbaum compro autoria dichos articulos gracias,1
pues si gano obrador licenciado tardo anos graduarse puede esperar,1
claudia sheinbaum pardo,5
clauda ckaudia,5
apoco si fan bts apuesto visto ninguna propuestas solo votan morena regalan dinero tranquilos becas van pueden quitar dia va acabar,1
viva mexico democracia vamos claudia,5
perdio gelatinera levanta pueblo sufre neurosis cerebral igual q siguen gano claudia,1
es yo solo conozco candidata claudia,5
nunca votaria claudia votare plan todooo morena,1
diferencia claudia xochil definitivamente vamos claudia duda alguna,5
veracruz tuxtepec oaxaca vamos claudia sheinbaum personas vamos votar claudia sheinbaum mas vamos claudia sheinbaum,5
veracruz proporciona millones votos el votara x morena,5
oaxaca y si mayoria votaremos claudia pero aqui salina cruz jugando presidente ratota pero claudia si seguro,5
mas vamos claudia,5
exacto mas vamos claudia sheinbaum,5
claudia proxima presidenta,5
veracruz contentos morena estan rejas,5
acoso unico vamos claudia sheinbaum pueblos respaldan vamos claudia sheinbaum mejor abre ojos mas corrupcion,1
mas corrupcion osea queconfirmas mejorado pues claro morena basurero rateros politicos sido aceptados kks pobre ser chairo,1
chairo claudia dice botarga dice narcocandidata titere kks comos prefieras,1
pueblos respalda pueblo sabes cuanto pueblos ay van votar claudia sheinbaum mejor digas,5
gracias dios ratero amlo hijos,1
oaxaca gobernador morena obvio votar x mas personas reciben programas estan obligadas votar x claudia sector votara mas quizas x may xochit,5
necesitas mas mil apoyo masivo claudia,5
canada oaxaquena claudia,5
veracruz votare morena asi generalices,5
huevo arriba tuxtepec claudia desde cdmx tambien claudia botarga dice cuenta ala,5
unica dra claudia sheinbaum,5
dra claudia sheinbaum,5
dra claudia sheinbaum caso alguien mas,2
narco gobierno alcance familia votes provecho x kkclaudia,1
vamos morena,5
si alguien mas botarga fiesta gane claudia,3
extension peje aun entienden morena hizo dejo inseguridad obras construir,2
ofende pregunta claudia sheinbaum,1
piquetito jajajaa apoyo claudia,4
padres tios etc jajaja dales hagan fila asolen jajaja,3
claudia sheinbaun supuesto,2
claro mas ironia claudia sheinbaum,3
alguien claudia sheinbaum,2
porque frustrado enojado claudia sheinbaum va ganar,1
claro q si va ganar claudia,4
claudia sheinbaum,2
igual vuelva pasar viva cuarta transformacion,3
comparacion dra sheinbaum cientifica prestigio comentario sustento,4
deberia ofenderte amlo diga mascota poca dignidad,2
pues soberbia igual lopez ofende,2
minimo cuba venezuela extorsionaron lopez si,1
claudia sheinbaum duda,2
claudia sheinbaum presidenta,5
claudia presidenta,4
claudia unica capacidad gobernar pais mexico,4
claudia ganara,4
doctora claudia sheinbaum pardo vamos plan,4
diferencia claudia xochil definitivamente vamos claudia duda alguna,4
claudia presidenta,5
tramite ine solo claudia sheinbaum,3
excelente compa igual invitando raza aque aga seguir viejon puro morena compa animo,4
mayor parte acapulco claudia,3
presidenta dra claudia sheinbaum pardo,5
vamos x claudia tabasquenos seguimos firmes,4
diferencia abismal obvio mas apta partido fuere claudia sheinbaum,4
asi esa senora claudia gane matar ninos colegios caiga lineas metro es corrupta,1
pues claudia cerebro solo repite zombie dice peje habla propuestas adentro siempre anda megahueva,2
apta desviar recursos robar si corfirmo kkclaudia experta,1
claudia sheinbaum presidenta,5
claudia sheinbaum,2
obvio claudia sheinbaum presidenta,5
claudia sheinbaun presidenta,5
claudia presidenta,5
doctora claudia,4
claudia sheinbaum dudarlo,2
claudia sheinbaum bb,4
claudia sheinbaum,5
claudia presdenta,5
claudia duda,2
claudia presidenta,5
claudia sheinbaum,5
claudia obviooo,5
obviamente claudia sheinbaum sacando,5
pregunta claudia votare,2
claudia morena,3
claudia sheinbaum,2
clau sheinbaun,3
claudia sheinbaum anda millon,4
claudia obvio,5
excelente precidenta claudia sheimbaum usted categoria licencia gobernar maravillosa felicidades,5
dona claudia ciento,3
dra claudia,2
si solo votas morena igual peor ellos quieres seguir vivir costillas si trabajan,1
cada mexas estan xochitl restante claudia,2
voto claudia,4
mil veces claudia prian representa peor existe mexico hace decadas,1
prian cada vez va pasando morena,2
pues morena privatizado nada mente prian seguirlo haciendo,1
partido preparacion claudia doctora toda vida ciencia y solo pega chicles silla,2
digas sandeces ver comentario educacion nota claudia,1
claudia presidenta,5
viva claudia sheinbaum,5
plan claudia,4
claudia futura presidenta,5
pues claudia sheinbaum,4
claudia claudia vamos morena pt verde,5
claudia vas ganar,5
claudia presidenta,5
claudia shenbau,4
vamos claudia,5
claudia presidenta,5
vamos claudia,5
niveles es claudia,4
claudia vamos,5
dra claudia,2
claudia presidenta,5
vamos claudia,5
claudia presidenta,5
viva morena,5
arriba adelante morena votar morena,4
amlo disfrace pago impuestos mes favor llegue aviso sat pagar,1
lencho pasos azotea ahi ban fifififis defenderlos viva vamos pueblo gente presidente andres manuel lopez obrador,5
viva amlo presidente,5
vamos apoyo doctora claudia sheinbaum,4
claudia entienden,2
morena es claudia,5
moren morena morena morena claudia claudi,5
claudia sheinbaum pardo familia apoyamos cancun,4
vamos claudia,5
vamos morena plan claudia,5
quieren morena mexico,4
huy voy dia va morena viva claudia,4
cartel caldero democracia claudia si democracia,2
vamos morena viva claudia,5
vamos claudia presidente,5
claudia presidente,5
claudia plan,4
vamos claudia,5
vamos morena,5
viva peje viva claudia sonrrian vamos ganar,5
entonses si estan defendiendo democracia quiere decir van votar morena verdad mas democratas visto,2
excelente viva democracia claudia sheinbaum,5
arriba morena,5
canada voto claudia sheinbaum,2
arriba morena,5
si canada voto claudia sheinbaum,5
claudia presidenta vrga,5
mexico tambien vamos votar claudia mejor opcion,4
habia tanta red social comentaba redes siempre comentado loo peor gobiernos prian estan morena,2
vive aqui luego apoyas morena,3
pues vez vivo lejos aun asi apoyo morena,4
puebla voto claudia sheinbaum,4
que xochiltl claudia nomas otro,2
amlo promovio reforma nuevo presidente presidenta pueda decidir organizacion presupuesto ano siguiente,5
digo va pasar claudia sheinbaum presidenta,4
claudia presidenta,5
sheinbaum cochilt random,2
claudia sheinbaum pardo presidenta,5
esperemos si claudia vaya aguanto mantener huevon,1
eso cogupta claudia cayo metro dejo cdmx inundara delincuencia,1
vamos claudia,5
lastima solo habra debate cara cara queria ver sheinbaum destroza xochilt recrear buenos momentos debates,1
claudia va acabar xochilt si nunca contesta cambia tema ustedes robaron mas,1
vamos claudia sheinbaum,5
toco votar primera vez claudia,4
dra claudia,2
voto claudia presidente mexico presidente voto extranjero,4
terminando escuela saber escribir hacen ricos pesos mas dice viejo amlo,2
claudia presidenta,5
siga transformacion,4
planc claudia sheinbaum presidenta,5
claudia mas,5
sheinbaum quienes,2
esperamos ansias ero octubre claudia sheinbaum pardo,4
vivo miami voy botar embajada morena,5
jajaja claaaaro inseguridad subio muchisimo sexenio fox amlo realmente bajo,1
morena solo apoyan pensiones adultos pero pueblo pagando pagando caro inmensa inseguridad carismo,2
vente vivir paraiso morena haces aya aca bueno vente verdad,1
invitamos vacaciones viajes carreteras mexico veas inseguridad vive morena gobierno,1
jajaja peor ciego quiere ver morena hecho expriistas manejan antojo gente cierto educado cuesta pobre amlover,2
si vives aqui mejor votes si parece morena goberno bien xq regresas,2
pib pip x si necesario mandar mexico x reino morena regresate ver si vdd asi,1
metas nino tan solo mande millon mil pesos ano pasado ano destinate mas paisanos si queremos amlo,2
nino creo dices si crees amlo mejor pais digo regresa vivir generes mas millones aqui,1
arde ay ardio ay nino x igual podemos mandar viva amlo aun arda ganaremos nuevo ay puedas hacer,2
senor vea verdadera situacion pais usted sabe vive paids vote morena favor,2
amlo redujo pobreza mexico,5
acuerdo datos inegi amlo tasa homicidios disminuyendo,5
acuerdo inegi administracion presidente amlo disminuyendo homicidios pais,5
guste amlo redujo pobreza mexico disminuyendo homicidios pais,5
acuerdo datos inegi amlo redujo pobreza mexico,5
siento amigo si gusta saber amlo redujo pobreza mexico verdad datos coneval inegi,4
acuerdo expertos tema economia inversiones administracion amlo mejoro economia pais va seguir creciend,5
si amo ami mexico,5
mejor bota morena vota xochitl,2
hijos sobrinos demas conocidos ciudadanos ano agarraron doble nacionalidad voto va morena,1
casi traicion patria ver acaban hermanos chiapas michoacan jalisco votar morena desgracia,1
morena tngo gaver,1
si realmente gusta morena regresas mexico mira diciendo respeto,2
voy doctora claudia sheinbaum,5
claudia sheinbaum presidenta,5
lleva aguanta si ofendo quejes si claudia ganara presidencia prian cavida,2
bien andan cobrando dinero da amlo,1
jajaja quieres argumente argumento igual dime tu cosas realizado porqueria morena becas,2
mismo digo van votar claudia,2
ojos dicen claudia jajaja,2
xochitl estan bien vestidos claudia jaja mira skin,2
pasas viendo mananeras vez mas alla narices vota comer morena,2
igual claudia va dar arrastrada nino,2
si andrea si,2
mejor morena cualquiera,5
mejor claudia,5
n mbre mijo si votar claudia llamas pensar imagino carencias cognitivas,1
asi es casualmente apoyan morena mas jodidos,2
correcto decirte unico respaldo fundamento mentiras obrador mananera,2
mismo pregunto dicen claudia,2
reves dicen claudia suenan dudosos siquiera estan seguros idea,2
claro gente trabaja seguro votan morena da dinero despues bolillo van dar,2
clara diferencia social q dicen xochil pa q dicen claudia simple vista,2
si junta primos tio tias mayate ara falta muchisimo alcanzar claudia,2
claudia votos aqui convencidos vender pais,1
jajaja jajaja enojes no politico morena ciudadano normal salvar mexico,2
diras politico morena pri daba pesos jugo argumentas vas convencer,2
vas perdiendo conmigo llevo pura familia morena,2
perra llama claudia sheinbaum jajajaja,2
basta ver like comentario like dice claudia saber ganara asi diferencia aqui habra urnas,2
si voy claudia morena,2
vale madres,1
vivo arizona ire consulado votar claudia,2
denver tambien votare claudia,2
buen gallo cualquier gallinero digas regresare votare claudia soporta,2
entonces regresa mexico si morena poder,1
pues valiste si mayoria mexicanos va claudia,2
si claro jajajaa si estudios carrera terminada claudia igual,3
mexico huele manada jaja madres,1
jajaja vas ir sola xk pueblo claudia,3
vamos doctora claudia,5
ignorantes jovenes sufrido crisis ocasionadas partidos postulan sochil ahora si padres si aun asi votaran jodid,1
eh morena pri supuesto memoria ir vas seguir votando bartlett ovalle eruviel,1
presidencia claudia,5
deberias tambien hacerlo lugar esperar morena mantenga,3
confundas claudia presidencia mexico vamos xochitl,1
co rri ente hahhaha seguro morena,1
confundiendo morena,1
confundes senor unicos pagan vender pais morena vete formar alla,1
luego luego va votar claudia,3
voy claudia,5
osea morena,1
asi dice claudia buena altura,3
claudia sheinbaum presidenta,5
claudia ganadora,5
digas pendejadas digo q mejor morena si q estupida cerda q pedir mejor candidato,1
viva claudia,5
mismo pregunto pasa dicen claudia,1
claudia sheinbum,1
claudia soporten jaja,1
doctora claudia,5
subieron dije claudia,1
mas claudia sii suerte mexicanos estan arrepintiendose haber votado gobierno ta,1
increible despues dejado gobierno kks transformacion gente siga apoyando definitivamente puro,1
creen shitbaum sabe economia temas fiscales obrador y economicamente todavia mejor lol,1
vamos claudia viva morena,5
claudia morena,5
claudia presidente mexico amen,5
viva claudia plan,5
miedo tantos van morena,1
pues bien si quieres tener fe criterio personal claudia parece candidata mas preparada xochitl,3
empezando morena,1
trata opciones trata salvar constitucion libertados libertad voto libertad trabajar quieras etc morena quiere gobierno autoritario mas grav,1
oposicion quitar morena segundo lugar xochitl asi hacer voto inteligente xochitl,1
jajaajaj acaso decian amlo iba llevar quiebra mexico raro economia sigue creciendo mejor estudia enganes tik tok informaciones falsas,3
bruh literal gracias morena madre viva medicamentos cuesta pesos solo bote gracias morena salen gratis apoyo operacion etnia gratis dios q viva mor,3
esten comprados realmente vean cambio pais entro morena goberno pri solo vendieron robaron ademas informense bien,1
se neta cabeza sienten votan morena dan dinero realidad votamos si preocupan pais,1
si voy morena,1
da mas miedo pierda morena,1
perdon xochitl bien mensa hablar sabe maynes va ganar nadie conoce aunque claudia gran opcion pues tampoco peor,1
miedo miedo jajajaja morena,1
val araujo miedo tantos van morena,1
puro chaito puro nini votan morena,1
morena unica opcion,5
mello yo morena,5
morena gana,5
checate plan veras morena perdicion,1
caer comunismo unico morena metiendo mano ahorros afore,1
pais verga pendejete probablemente votarias claudia hecho tener beca pobreza,1
si afectaron mexico apoyaron partido afecto estan morena asi seria ignorante parte gente votar morena,1
solo fanatismo ponen razonas bien claro morena hecho mal seguridad suelos,1
vives burbuja sabe ganara morena solo ganara elecciones duraran mas anos poder,1
jajajajaja da pena personas apoyan xochitl historial siguele diciendo adios privilegios morena sigue,1
mas nesecitados van votar morena regalan becas bien compraditos,1
miedo creas da miedo votar morena informate,1
miedo voten morena,1
dicen morena estan conformes dinerito ninis escuelas universidades,1
hacer fila pedazo pan viva morena,1
fijas facha dicen morena ponga leer cuanto falta,1
morena va ganar,5
debesite tener miedo tantos anos prian q hicieron pobres abuelos padres ahora,1
val araujo apoyos sociales da morena estudian menos trabajan,1
mas probable gane morena pri quemado presidentes inutiles,1
privilegiada jajaja adaptaste pensamiento padres dinero,1
miedo gane prian si dieron rienda suelta narcotrafico matan candidatos morena,1
digo dicen anos morena poder puedes votar quieras obligo,1
morena mejor partido amlo mejor presidente comparacion pri pan mil veces morena,5
si amlo pudo puede tambien sheubaun ademas experiencia doctora asi claudia presidenta,3
ntp morena xochitl,1
pues claro jajaja morena beca pal pisto,1
si da miedo vote amlo mira rl sexenio mas violento arrepiento,1
dime razones explica votarias morena si pri,1
q votan morena pasa despierten vean pais,1
piensas amlo jajajjajajjajajajajajja jajajjajajaja,1
morena quiere quitar ine propiedad privada cambiar constitucion para mantenerse poder socialismo comunismo misma receta venezuela cubate invito leer eso,1
morena tampoco,1
morena mijo factores,1
sabes dices primero lee inv leer nuevo constitucion propone morena articulos luego opinas,1
exactamente hizo pri anos malo amlo buscar mejorar ley pueblo,3
devaluando amlo haciendo nda,1
aun asi alcanza madres asi subio sueldo tambien impuestos inflacion,1
verdad igual prefiero futuro caro entonces viva morena,3
sirve dolar si jitomate pesos debe programas federales incentivos agricolas quito amlo gobierno abandono sector agricola,1
pues creo vayan evitar morena tendra control total meses solo ocupa poblacion demas sobra,1
ser pariente andrea legarreta,1
jajajajaja wey cree gracias amlo,1
morena debe ser sacado mexico son socialista,1
aun ancianos dan pension pesos diarios amlo dijo apoyaria abandono completo,1
pues si mas hacen nadamas dan pesos callarles boca construido sirve pura gente sesos vota morena,1
cada dia peor tanta inseguridad cosas super caras paso si gana morena vamos terminar venezuela fin gente quiere ver realidad prefieren vivirlo,1
siempre van subir precios si haz visto cosas suben leve sexenio pena subio locamente morena aumento salarios mas ademas dar trabajos,1
jajajaja dolar bajando ver amlo solo inversion extranjera hace peso mantenga,1
depende amlo wey,1
muchacha dijo a votan morena vean pais respondiste con dolar bajando por si olvido,1
puro escuncle sabe bien politica jajajaja saben culpa amblo,1
escuchado inflacion global inflacion mundo culpa amlo neta pasan,1
votarian morena estan dentro programa jovenes construyendo futuro raro jovenes pueden trabajar ningun problema,3
huevo morena,1
q dijeron morena estan dando becas ahi mantienen,1
mentira q dice morena bueno cada sabe va votar dios mexico libre,1
jajajajaja gracias seguire morena,1
economia mexicana subiendo bastante empresarios estan invirtiendo peso etc creeme mil argumentos mejor morena,3
hace anos gobierna calderon apoco culpa muerte miles ninos cancer tratamientos amlo,1
vacunas agua ninos cancer cargo entonces javier duarte haciendo ahora javier duarte pidiendo votes morena,1
linea usuarios llevaban meses denunciando falta mantenimiento habian informado propia claudia contrato empresa extranjera noruega determinar causa caida,1
conclusion llego empresaque falta mantenimiento contribuyo caida hizo claudia descalifico empresa misma contrato construyo admstrcion ebrard,1
esposo claudia carlos imaz recibio lanota carlos ahumada financiar campanas politicas videos hay,1
si apostamos educacion pais saldra adelante prueba pisa realizada gobierno amlo demostro retroceso ninos ciencias espanol matematicas,1
paises mas importaciones pues si uds hicieron tratado libre comercio amlo sabia pais recibia entiendo porq acepta ineptitud sistema salud,1
michoacan ex gobernador silviano quitado miseria tierras campesinos sembrar aguacate habia problema sequia desviaba mucha,1
colegio rebsamen helloo cuantos ninos fallecieron y claudia valio mdrs vez clausurarlo salvar vida ninos sabia infraestructura mal llego terremoto,1
mira si bueno abuela bien ojala siga bien medicinas dices realidad otra empeoro morena tristemente,1
amlo haciendo cosas bien creeme si interes robar podria reelegir gana super facil hizo,3
creeme estan cosas bien parece realidad otra morena destruyo menos funcionaba servia gente,1
crees sacado dinero apoyitos aparte erario publico mas bien qn chingando das cuenta morena,1
pues chingado chingo nada argumentos volada vas insultos prejuicios imagino regalan dinerito votas morena,1
problema sabes informas solo ves mananeras datos amlo cositas buenas contadas suuuuperr bien jajaja,1
https www eleconomista com mx amp politica gobierno de amlo invierte menos en aprendizaje y permanencia educativa para darselo a las becas mexicanos primero html,1
dicen ser nuevos esperanza pasan mintiendo datos siempre asi morena ahora mintio cifras aumentaron desaparecidos disminuyeron feminicidios,1
unico hiciste fue es fox robaron corrupcion mejor responderme pregunte fideicomisos esposo c hijos amlo medicinas quimios,1
si sabes tambien ganan propio dinero hijos amlo toro mundo,1
incluso ex gobernador silviano helicoptero dije muchisimas propiedades inclusive robando agua aguacateras,1
entiendes juego democracia si gana claudia numero mentiras dice increible,1
si bien quejas pri calidad moral haces si peor pri ahora morena sorpresa mentira,1
nunca respondiste nada medicinas educacion esposo cludia colegio linea pruebas corrupcion morena solo contestaste mismo es pri,1
pues ahora si cada sabe motivo votos agradezco apoyo amlo clara brugada gracias oportunidad brindaron empleo estudios,5
basicamente dicen morena beca mil pesos mejor pongan trabajar,1
educacion prueba pisa demostro retraso educacion ninos cn morena morena importa educacion importa sacar gente pobreza crezca prospere,1
jajajaja vamos clauda voto masivo,5
si acuerdo contigo claudia mentirosa dice respeto voto,1
pues prian peor asi voto morena,1
mismo pais antes vota morena,1
vamos morena,1
disculpa razon entrara amlo mexico paraiso disculpa nuevo,1
debate presidencial papearon maynez claudia hecho misma jodio,1
votan xochitl ven dejaron morena,1
no despierta tu pri dejo pais amlo levantando,1
pais asi culpa prian siempre presidentes morena noto cambio mejor prian,1
informate tu simplemente segundo mundo sexenio morena cosa nunca paso pri pesar pandemia,1
desperte dia deje votar prian comence votar morena claudia presidenta,1
pues van votar morena jajajaja,1
respeto pais acabando gobierno hace anos gobernado cdmx gente lopez obrador trasporte mal igual q servicios medicos agua toda contaminada,1
esque morena regala dinero van morena vayan ver sector salud mal medicamentos si cirugia piden instrumentos ocupan,1
efectivamente despertamos padres abuelos votaban poreso dejaron mas anos prian ahora resulta quieres cambio solo anos,1
votaremos morena vimos prian hace mexico,1
puro mantenido morena,1
puro mantenido morena,1
devaluando amlo haciendo nda,1
exactamente hizo pri anos malo amlo buscar mejorar ley pueblo,1
gente apoya morena amlo mejor presidente mexico obvio va hacer ala perfeccion mayoria gente apoya,5
jajajaja votar morena mejor opcion anos historia respaldan afirmacion,5
veo mejor nunca voto morena imagino quieres regrese calderon pena extranjero,1
cuantas veces gano morena,1
votan morena si ven pobres describe amlo,1
jajaja mayoria test blanca si moreno jaja,1
maynez morena tmbson aliados,1
morena dio beca debo vida obviamente morena,5
si sabes saca morena dinero darlo becas desconozco si promedio alto escaso recurso unicos si deberian darles resto merece,1
p ndeja dices nmms beca bien gane gane va seguir beca pais mal gracias morena prian demosle oportunidad maynez dimos obrador,1
becas siempre existido muchisimo morena estudiante siquiera existia morena beca prepa universidad pti,1
siempre promedio esforzaba chingo nunca toco beca pri gracias morena uni si toco derecho,1
ex gobiernos robaban dinero pensiones becas morena dando doble,1
impuestos padres,1
pedo banda dice prefiere quedarse morena solo apoyo comprar voto dinero cada fin semestre hace mmd corriganme si equivocado,1
responderle chico haciendo quieres el lo vuelvo repetir especifico morena ayudo entonces viene comentario demeritar agradece captas,1
chico especifico morena dio ayuda cierto gracias gobierno estan ayudas decir debes derecho demeritas hizo gobierno actual,1
morena da becas hacer nada,1
beca bro aun asi voy votar morena ayudo pais la zona mas pobre,1
aqui ejemplo futuro mantenidos morena,1
morena ven estanos,1
gran honor obrador,5
jajja xochitl nmms quejan morena prian siempre gobierno peor,1
morena becados,1
bueno gobierno amlo jodido recibe becas,1
si sabe cierre ocico apoyo amlo recibo beca trabajando,1
digas bien claudia,3
vivimos oaxaca apoyar morena,5
dicen morena bien,5
empieza m morena,5
exacto morena mejor,5
mexico acento claudia,1
mexico morena,1
mexico morena,1
morena mierrrrrrr d,1
morena mierrr opacos r ridiculos escorias mas animales,1
si saben morena casi todas empresas van ir banca rota ensambladoras van ir mexico,1
dijieron amlo hahah aqui siguen,1
segun quien entendido parte importante empresarios mexico reunio claudia,1
jajajaja digas tonterias mexico fuerte aspectos gracias morena siga ta transformacion,5
amenaza desafuero amlo jefe gobierno maaa,1
entonces puede expresar dos mil trabaje jefe gobierno obrador porqueria jefes habla bien,1
solitos acaban declarar ustedes hacen x beneficio x persona xke bien sabido amlo solo burlaba decia pio mananera cuestionaba problemas serio,1
habla igual amlo,1
beca voy morena tambien jal,1
menos beca voy morena,1
dice vv morena,4
menos morena da becas pri robaria espejos escuelas tal robar mas dinero,1
flojos sirven dan dinero morena obvio,2
beca voy uni particular padres votaran morena tambien da gusto pagar impuestos sexenio,5
recibo ningun apoyo votare morena,1
necesita dar despensas chafa saber claudia chingona,2
idea claudia,3
alomejor quiso decir claudia puso nervioso,3
si dice xochitl copia amlo,2
gracias voto xochitl veo dicen morena asi vamos claudia,4
neta mal si votas morena,1
hahaha perfil van morena,3
morena recibimos gobierno tambien profesion patrimonio propio,4
obvio usted votara morena,3
nunca morena,1
siempre morena,5
claudia mato personas dar mantenimiento metro daba medicamento personas tenian covid claudia defiende narcos junto amlo,1
chiapas fuentes chiapas ejemplo mas nitido fracaso seguridad sabemos amlo defiende mafia amlo dio espalda chiapas,1
raro hables rco supuestamente morena gran mayoria gente prian estan carcel profugos justicia,1
siempre morena,5
siempre morena,5
siempre morena nunca corruptos,5
trata tirarle gobierno actual fallas pasado y si fallaron cosa reclamar muchas cosas iniciaron bueno transformo cosa nefasta,3
vamos claudia morena,4
prian ahora morena,1
refieras mija mas suficiente saber votaras morena,3
senil obrador si habla bonito eh,3
jajaja obrador pregunta,3
igual xochitl pensando obrador boleta,3
amlo habla bien jaja,3
arriba claudia,4
claudia mujer preparada,4
morena no chambear,1
vv otaku becado sigue votando morena,3
morena trabajo,4
puros ninis quieren bandeja plata votaran morena,1
ok entonces votaremos morena,4
realmente vi marcha ine toca gente clase alta media adultos mayores puro adolescente becas vota morena becas afectan economia,2
ine sacar corruptos becas estan lopez obrador solo prianistas quedaban,4
agradecido morena quitar outsourcing poder generar antiguedad,4
jajajajaj raro verdad quieren insultan morena clase obrera quieren dicen saben chambear jajajajaja callenseee,1
trabajo votare morena cosa ver,4
estudio trabajo amigo digo voto morena,4
votan morena gusto si necesidad ellos familiares si votas morena alguien familia mismo dependes ellos,4
libro amlo cartel sinaloa ficticio que a garcia luna entambaron puros testimonios para alla va sidamlo,1
mejor voto morena embolse nuevo dinero total mal odia pobres,2
mundo fantasia amlo trabaja formalidad paga impuestos malvado ignorante,1
si pagaran impuestos empresarios amlo tendria pagar tanta porqueria en serio crees pueblucho paga impuestos,1
jajajajajaa wey si sabes amlo presidente menos apoyo dado campo antes daban chingo mas aparte darte insumos,1
si pagaban impuestos recibido ningun apoyo amlo pienso menos ayuda gente necesita ambiciosos corruptos,1
wtfporque piensan si vota morena necesidad familia clase media ningun apoyo gobierno reconoce gobierno dado mejores resultados anteriores,2
pues vdd mal comentario bueno roben simpre mismos hacian asi botar morena,1
bro comente otro checa gabinete morena googlea anteriormente no compatriota cegado escuchar,3
voto morena eleccion partido asesino estudiantes maestros hizo si debe gobernar mexico,1
hermanito checa gabinete morena checate fecha dices mejor,3
morena mismo,5
haz quieras prian ahora morena,5
jajaja va ganar prian veras mas facil gane morena,1
claro si tal tener morena,4
asi estan morena puro jodido analfabeto vota morena partido quejan prian mutaron morena,1
verdad pero eligo claudia,4
no muchisimas votaremos morena solo vino fregar trabajos pesar ser ricos clase alta dicen,1
realmente acuerdo xochitl si seguros queremos morena,4
morena sacado varios puros escuela requieren cosas pagar sustentan becas,4
becas siempre morena lavo cerebro,2
si conformando votarian morena vive toda vida becas mundo pasa eso,2
gente vota morena literal definicion parasitos estan esperanzados apoyos mismo van votar pienso discutir dice presidente terminos clasistas chairo,1
muchisimo va quitar aun gane morena vez,2
sabes sacan dinero beca jubilacion ahorita si agusto dan dinero hacer futuro andes batallando quejes,2
ayuda dan nomas pongan lado dia adulto mayor quieras retirarte vas tener mantenerte morena decidio quitar ayuda futuro,1
ver morena ami diero beca pagar titulo tambien tenia media beca asi ver igual ayuda tercera edad,4
morena noooooo,1
si quieres morena good votos libres,5
morena siiii,5
ahy detalle libertinaje padres,1
nomas votan morena,1
cuestion educacion opinion morena reducio inversion becados paga mas veteranos realidad serian mas jovenes q futuro mx,1
adultos dicen jovenes sabemos mal etc votar morena jaja tiempo peor,1
pues crees quieren voten morena saben,1
mayor razon pueden decir hagamos anos viendo contesta amlo situaciones serias seguir confiando alguien mismo pensamiento,3
estabamos mejor estabamos peor segun amlo,3
xochitl solo morena vuelva ganar igual vamos dlv,4
literal morena pobres,1
