,0
477,si trata va detras cada candidato claudia tendria obrador obrador mas carrera politica juntos
478,arreglo dif ayudo busqueda debani dime claudia amlo presentado ayudado algun feminicidio neta callate rato ponte investigar q quedas bn ridicula
479,wey digo q super buenos verga claudia amlo peores pregunte dime echo similar deja usar emojis risa q cringe
480,apoyo estudiantes apoyo ninos discapacidad apoyo madres solteras aumento salario minimo historico reduccion sueldos politicos construccion plantas coquizadoras
481,parecer van vs cosas realizadas gobierno si comparamos obrador vs samuel mariana
482,inteligentes oportunidad ganar gane morena cuba esten llorando investiguen constitucion quiere implementar morena miedo
483,todas xochitl claudia
484,ay bb morena morimod
485,anular voto darle ventaja morena
486,vez votar salvar pais morena maynez oportunidad pelea trata propuestas tristemente trata sacar morena ser pais comunista
487,pues escuchado propuestas claudia tipo solo titere luego sandra cuevas partido informate amiga porfis
488,jajaja q maynez mas preparado claudia doctora hecho gano premio nobel cualquiera asi mas preparada claudia
489,doctora doctorado carreras siquiera sabes definicion doctor a aparte claudia carreras doctorado mejor lic
490,mas escuchado hablar problematicas dar soluciones comparandolo claudia solo repite cosas personal interesan
491,disculp pro deberias escuchar propuestas claudia ella estudios si llega dios quiera si va vr avance tecnologico cientifico continuacion proyectos seguimiento apoyos etc
492,presidente actual mas q resulto claudia dudo q siga camino amlo es bueno
493,digo mismo claudia da miedo tema feminicidio
494,claudia favorecio gentrificacion ciudad
495,claudia puede prometer practicamente va ganar maynez puede prometer tendra cumplir
496,serio dijo claudia escuchaste disculpa link pls
497,nmms opcion mas viable menos peor claudia pues puede seguir cambio t apenas levantando pais inversion extranjera directa calidad vida
498,amo fin dices nadie quiere decir
499,ridiculeces xochitl claudia evitando responder preguntas hacen endioso mc quiero presidencia
500,xochilt falsifico tesis maynez siempre gustado dinero claudia mejor preparada doy consejo votar ella enserio mejor
501,pues cada quien solamente piensa claudia mas mejor preparada
502,mm creo preguntaron diferenciaba amlo solo supo responder ser mujer
503,propuestas pocos saben gatos blackrock mismo ideal nacionalista amlo osea entreguistas recursos extranjeros
504,claudia totalmente
505,amlo hace practicamente mismo jajaja
506,diferencia maynes entro inicios presidencia si mitad claudia chochil pudieron hacer independiente si hacen
507,si no maynez resultado samuel dejo gobernatura tiempo tambien habia echo hizo claudia xochitl campana adelantada
508,unica partido morena quiere tener unanimidad mexico estan diciendo voten masivamente morena
509,pregunta vas votar morena
510,wey apoya claudia vaya acuerdo intereses ejemplo salida inconstitucional arturo zavala amparo etc
511,oportunidad ganar voto util xochitl podemos sacar anos si gana morena jamas volveremos votar apoderan propiedad privada dinero mexicanos todo
512,imaginate lamentamos samlo gobierne nl
513,gracias amlo desaparecen desaparecidos disque ningun feminicidio queda impune disque tumban arboles construir mamadas viva amlo
514,copias varias morena xd
515,digo pesimo buscar partes camara diputados modificar cp madres algo constitucion haria puedan hacer gusten
516,titulos mas presidentes vamos jajaja mal peor propuestas mismas siempre nuevas propuestas buscando otratando tapar kagadero va dejando andres manuel
517,claro siempre pasa pues tmbn cuelgan milagritos logros andres manuel si hecho chingo ah hecho madr
518,maynes spotify claudia presidenta xochitl memes
519,si votas claudia quedas salud medicamentos agua dictatura
520,claudia doctorados
521,claudia solo doctorado ingenieria ambiental maestria ingenieria energia xochitl admitio acabo carrera punto
522,gente mayor espero refieras claudia xochitl
523,gente mayor experiencia claudia gracias cayo metro escuela dice servicio salud bueno basandose encuesta claro votemos claudia
524,modernizo sistema transporte metrobus impulso programa mi beca empezar seguridad capitalin s a traves estrategia seguridad basada cuatro ejes llevo cabo declaratoria alerta violencia mujeres con sheinbaum crearon tres hospitales solo ves publican noticias amarillistas vez investigues mas fondo
525,le voy claudia
526,tu mama creia unica votar claudia anos
527,pinche claudia peor
528,si realmente investigaste darias cuenta xochitl claudia historial peor maynez olvidate linea metro
529,buenos apoyos economicos amlo tal servicio salud gratuito quito ahora estudios salud pagan
530,wey pais si jodido jaja vente enseno amlo si hecho cosas buenas tambien hecho cgdas famosisimo solo facilitado inseguridad
531,prefieres seguir morena dice todo pais caos ahi sigues debemos cambiar maynez opcion
532,mejor claudia diciendo trabajan van bien fomentando olgazaneria dios investiguen
533,mismo claudia xochitl
534,jajaja misma gente q quiere ir claudia
535,pues dado conocer propuestas interesantes mejor opcion xochitl morena
536,si ahora toca elegir menos peor q seria claudia
537,claudia seria mismo maydez la verdad
538,ofender claudia nadie si votamos claudia estariamos votando crimen organizado rc tr f
539,claudia quiere cerrar basilica porq religion
540,deberia ser ilegal opinan cosas estupidas claudia amlo morena actual gobierno hecho muchas cosas pueblo personas necesitan decir tan
541,claudia tremendo titere domina amlo hecho mexico solo
542,entiendo dicen tres iguales segun opcion menos mal ira claudia carrera politica
543,claudia mejor perdon desilusionarte literalmente peor opcion quiere quitar oposicion eliminar reformas contribuyen democracia
544,vv morena pri partido claudia pri asi q mismo
545,lit ninguno convence presidente regresen amlo
546,exacto clau evade imaginatela mananera va evadir ah hace amlo copiona salio
547,pelea quiere hacer ver real personalidad claudia mira capitulo brozo xochitl
548,claudia convence mas hecho hospitales puso internet gratuito casi toda cdmx propuso clinica apoyo personas trans hizo cablebus linea checa historial
549,entendamos votar ya pais peligro democracia peligro desgraciadamente solo dos xochitl claudia democracia dictadura
550,vez votar salvar pais morena maynez oportunidad pelea
551,xochitl maynez dice verdad claudia asi
552,mejor claudia amlo
553,ponte buscar verdaderamente hecho morena nnms wey amlo
554,ponte buscar toda bola monstruos estan entrando morena vas dar cuenta morena
555,creo menos peor claudia
556,por informate tu cambiado morena
557,recuerdas echeverria amlo parecido ambito populismo
558,sabes macroeconomia amigo amlo ver tendencia bajista dollar
559,no menos peor claudia segun menos peor
560,votar maynez practicamente votar morena
561,morena si mismo digo
562,maynez playlist claudia presidente xochitl memes
563,si claudia q tumbe trenes evada pueblo tumbe escuelas contamine agua q esposo robe impuestos bequitas faltan
564,bueno estan dlv vrdd claudia mas experiencia mejor tener xochitl maynez sandra cuevas
565,estan dlv claudia peor opcion puedas elegir
566,propuestas mejores demas va quitar cosas dificiles propuestas mejores los demas dicen propuestas malas asi mejor claudia
567,digo propuesta claudia peores
568,puedo votar mil veces quede xochitl quede claudia
569,claudia comunista va llevar pais ser cuba
570,hablando experiencia sabes claudia encargada cdmx paso metro lit miles muertos causa negligencia
571,mejores claudia si son claudia quiere hundir llevarnos socialismo
572,dije apoyo maynez diciendo claudia peor opcion presidente maduro fidel castro implementando comunismo pais
573,explico manzanas comunismo caramelos proyectos claudia
574,segun inteligente amlo xd
575,amlo juro iba tumbar arbol
576,mejor claudia
577,amlo saco santito decir protegido covid abrazo mama capo mexico
578,beca aun va aunque gane claudia vv
579,morena mexico va convertir venezuela
580,ninguno buena opcion mi top mas menos qlr seria asi xochitl claudia maynez maynez claudia
581,claudia destruyo iglesias solo renovo verse mal encima senor trabajador pidio favor claudia simplemente ignoro final damos cuenta realmente
582,opino q mejor quedarnos morena hizo mas partidos anteriores
583,aja va pasar cualquiera sabes si xochitl va cumplir si claudia va cumplir votar menos alguien buenas propuestas
584,claudia amlo
585,sabes problemas ac apoyar ac z adores acciones hablan mas propuestas
586,maynez mala opcion estrategia votar xochitl si ganara claudia echenle coco estimados
587,claudia tambien sabe si cumpla hablar cualquiera
588,tambien hizo ruido respecto gentrificacion amlo empezo deportar
589,honor claudia hoy
590,dijeron amlo aqui comentando red social libertad expresion maximo esplendor
591,razon pt inicio partido socialista asi crees debe color rojo amarillo el morena izquierda usan mayoria paises socialistas
592,mexico dictadura pri regimen dictadura morena partido mas libre apoyando lgbtq
593,opciones tenemos claudia aviso linea metro cdmx mal ignoro sabemos termino xochitl regresar prian
594,opcion decente candidatas unas mediocres practicamente votar menos peor reflejado menos peor morena
595,vas creer q peor morena dicen cara q quieren tener decisiones completas pura gente partido divagan respuestas debate contestar q
596,vamos claudia millones mexicanos tigo
597,lopes obrador
598,ver claudia bailara ballet
599,xochitl quiere dar entender claudia privilegios ninas
600,jajaja sigue sonando ahora toca morena ochenta anos vamos claudia sheibaum mas abrimos ojos pocos estan cerrados ojos vamos
601,universal osea universo buena propuesta ahora entiendo morena
602,si cumprieron anos morena si iso mas prian plan
603,plan cero votos morena
604,claudia morena economia mejor viva transformacion
605,morena arriba amlo cuarta transformacion adelante claudia reconstruir mexico mejor
606,claudia supuesto voto
607,vamos claudia california
608,viva amlo viva mexico honor obrador
609,bamos claudia voto
610,cien morena
611,sra claudia presidenta unidos mexicanos
612,plan vamos voto masivo claudia
613,claudia voto morena
614,voto claudia
615,arriba morena
616,mejor presidente mexico claudia
617,arriva claudia presidente vamos
618,claudia presidenta
619,exacto hablas hizo expresidentes anteriores partidos representan si ganas mismo va pasa va pasar mexicanos estan despiertos gracias amlo
620,dra claudia morena plan
621,arriba claudia
622,voy claudia
623,millon morena
624,voto masivo claudia presidenta
625,bamos morena arrba claudia plan
626,muchas promesas dice van hacer vamos claudia
627,supe pagaban pesos participar debias negar ser simpatizante morena
628,compa claudista divide votos
629,gerardo probablemente va ir morena libre decidir mas identifiques
630,morena esperanza fidel castro maduro
631,dije vote quiera ver morena fidel castro maduro
632,digo porfavor saquemos morena pais mexico necesita
633,piensan morena va quitar ayudas mentira constitucion ley
634,voy prian bueno morena quiere tener monopolio control prohibido tmb
635,pues andas hocicona diciendo morena amenaza
636,nota importa aqui sigues dando preferencia morena
637,ahora puede opinar chairos enojan piensan van prian estan iguales morena
638,puede modificar morena si obtiene mayoria senadores diputados manipular nulo posibilidad puede verdad
639,puede votar imposible prian gane xdddd seguiran siendo mayoria senado morena si ganase prian solo seria disparo pies nunca ser votados
640,ver mucho gente presionada votar morena miedo quiten apoyos
641,igual claudia veo llorando no voy prian morena
642,claudia sheinbaum hija madre mexicana nacida mexico
643,gracias morena ley querrian quitar
644,gracias diputados senadores morena pt
645,estan constitucion gracias morena
646,gracias morena aunque prian voto jeje
647,ley mando morena partido accion nacional voto camara diputados marko cortes dijo loret si ganan votos clase media acaban planes sociales
648,dificilmente puede alcanzar xochitl claudia alcanza broma
649,ayer llevo acabo simulacro universitario mas universidades pais participaron estudiantes claudia arraso
650,curiosamente claudia puntera encuestas mayor numero seguidores aqui pensarias simpatizantes tampoco usan redes
651,cayendo sesgo redes sociales bb ejemplo si sigues contenido morena si si van salir video hablando dicho partido asi funciona algoritmo
652,informara maynes iba entrar candidatura llamaron casa saber si iba xochitl claudia
653,nah maynez logra xochitl claudia decide
654,pues eso si maynez declina esperan vaya prian puedan ganar morena verdad parece maynez va segundo
655,creo gano mainez claudia
656,asi hija dueno reforma amiga claudia
657,p recuerdo encuesta publicada milenio hace anos decian encuestados querian amlo poder
658,elncandidato mas fuerte vs morena debes votar claudia pesima cdmx
659,voto secreto voy claudia
660,llama atencion encuestas dan casi puntos diferencia claudia suena ilogico
661,llama democracia claudia presidenta va ganando mexicanos decidimos plan
662,si quitan casa puedes amparar modificaron la ley amparo ningun ciudadano puede defenderse acto gobierno amlo
663,ley pensiones afores adultos mayores difuntos inactivos pasan manos amlo familiares
664,ley prision preventiva amlo puede meter prision automaticamente acusado requerir juicio
665,gracias convenciste vamos claudia
666,gracias convencio claudia
667,plan cero votos morena asi facil
668,votes votare claudia asi facil
669,entonces entendiste dijo brozo verdad para entiendas democracia claudia dictadura xochitl
670,veremos cara victor brozo votaciones gane claudia
671,exacto brozo vamos claudia gracias llamado
672,muchas gracias brozo abrirme ojos va hacer voto vamos claudia
673,obio democracia vamos morena
674,muchas gracias brozo abriste ojos vamos claudia
675,muchas gracias abrirme ojos brozo tenia dudas definitivamente voy claudia
676,vamos claudia brozo vaya
677,mas claro agua morena
678,claudia presidente
679,vamos claudia
680,lopez obrador compre algodon
681,ojala inicio potencia claudia haga bien seria obvio
682,amlo mejora baja california
683,si asi creo amlo creo mexico
684,conosco gente rica ue recibia dinero ahora amlo establecio mejores sueldos quejan recibir millones
685,pais mundo sig america mas pronto estimado solo seguir camino amlo
686,bien dicho amlo excelente mensaje pais mexico ahora recuperarse perdido anos anteriores mexico avansa
687,gracias presidente amlo gracias falta seguimos cuidando apoyando mexico mejor plan
688,amlo cumpli mas precidentes pudieron
689,amo cabecita algodon
690,siga transformacion mejor presidente
691,cabeza algodon seria pais amo presidente
692,vean atypical tv ahi sale fifi encuesta real claudia botarga presento carlita alazraki
693,si va ganando claudia
694,arriba presidenta claudia sheinbaum pardo
695,viva claudia
696,claudia gana
697,pues claudia remonto
698,jajajaj no claudia va ganando jajaj maynez gano
699,plan claudia
700,claudia siempre mejooooor
701,mexico claudia
702,duda q queremos cambio verdadero vamos claudia
703,honor claudia hoy
704,claudia presidenta
705,hablas estudios vas claudia mejor cierra boca
706,hecho claudia buenas propuestas argumentos concretos xochitl solo ataca partido mas robado mexico
707,bro claudia solo quiere dar dinero becas sabes mexico pobreza educacion asi gente tira basura cochina escuel ano ensenaron
708,valores aparte quieren resorverlo todod dinero vez dar mas trabajo verdad gente vota morena resentimiento ricos aparte quieren ganar facil
709,hablas cerrar boca das ejemplo voy ni morena dio programas sociales
710,pues tampoco quisiera rebajar skin economica votaras morena
711,claudia buenas propuestas
712,padres verdad
713,publicas privadas apoyan claudia chochitl ibero bienvenida ignorancia favorece chochitl
714,raro no xochitl prometio mas morena cuanto apoyos sociales entonces votan si
715,ahi nota molesta morena concentre apoyar sacar adelante clase baja duele quite privilegios clase alta
716,sali tec monterrey voto morena
717,escuela particular voto morena
718,colegio privado van sheinbaum deja llorar
719,que voy escuela privada mayoria votarian claudia
720,claudia ratera
721,dijo claudia
722,sip menciono claudia refiriendose mejor opcion
723,justamente dejan votar harias mexico pais peor dejando amlo
724,hecho si bro amlo satanista si sabias morena mas morena
725,recuerdo mas escuelas publicas privadas si seguimos asi morena saldra poder nunca
726,mientras mas morena cada vez hace mas pobre pais
727,hablando desigualdad clara solo menciono forma ironica correlacion educacion publica apoyar morena evidente hay
728,votan claudia morena den dinero
729,solo propuestas cumplido mientas claudia si cumplido
730,viste claudia
731,propuestas sirven si vas cumplir importante presentar plan gobierno cosa claudia hecho
732,aun asi sabes costaria mas quiere hacer quiere hacer claudia
733,claudia va verde no
734,si papas explican morena quita dinero darles pobres asi mejor callate tambien si
735,pou s version los votan claudia morena den dinero
736,mejor candidata claudia si gana xochitl maynez solo habra mas corrupcion bajara sueldo minimo etc
737,no lo hacemos claudia mas madura acuerdos seguro q si llega ganar pais menos problemas cambio veo mismo xochilt maynez famoso
738,lamentablemente nadie informa y llevan todos denle minimo leida propuesta continuacion traen morena no dimensionan puede ocurrir si ganan nuevo
739,morena igual amlo prometio cumplido
740,falacias no hace falta investigues mucho hay vergo gente pri pan prd ahora andan morena amlo ricardo monreal javier corral mario delgado misma claudia
741,pues pri hace anos actual ese pri morena voy lejos el viejo pri eternizo poder pertenecio amlo ya sabe escuelita
742,argumentos van tener nadie contentos aceptar realidad valido aceptar falso mesias llamado amlo fallo
743,neta tonto creer si hicieron desmadr pri que vallan hacer ahora te repito llevan misma escuelita aquel viejo pri es valido aceptar fallo amlo
744,hace morena bien verdad
745,si clasista amlo dividiendo mexico diciendo fifis
746,entiendes pq dice mmm creo fecha gente cree dinero insulta van morena adjetivos saber si mejor posicion economica q critica
747,desinformados ustedes estan viendo pais cayendo pedazos siguen cegados apoyando morena
748,digo mal apoyar cualquier partido siempre estes informado mal creerte superior ir partido decir mexico cayendo culpa morena
749,jajaja creo superior embargo estabamos mejor prian morena llendo precipicio
750,utilices terminos conoces confundas comunismo socialismo ninguna dos representa morena ideas izquierda hace socialista menos comunista
751,conozco tan bien utilizo hizo hugo chavez amlo haciendo siguen abrir ojos
752,jajdjsjas dicen morena comunista sabes idea politica
753,prian tambien corruptos asi estan morena vienen prian embargo creiamos estabamos peor estabamos mejor
754,jajaja video hizo hugo chavez amlo repite original cierto ustedes estan listos conversacion
755,ver veo sabia cuentame beneficiaria morena mexico
756,diciendo prian sido angeles morena excepcion entiendo defienden
757,nota comprension lectora dije pro morena dije puedes culpar situacion actual solo partido sido culpa todos
758,kakaja mas bien morena va igual caro si sigue morena
759,jajajaja luego votas morena nmms humilde
760,vez si pq morena normalizo pobreza dandoles boca pobres
761,verdad morena compro votos becas
762,voy privada votaria claudia
763,bueno saber q verdad llegan ayudas siguen morena
764,clase media ustedes votan sheinbaum clase baja
765,estudio escuela privada votare claudia
766,hablo educacion academica claramente culpo culpa morena estudiar pais privilegio
767,videos escuelas privadas gana xochitl escuelas publicas claudia
768,pues igual llega pasar mia aveces veo mas xochitl maynez cancion claudia igual interes informarse politica
769,sinceramente ando maynez claudia xochitl suenos votaria
770,normalmente piensan reflejos padres si votan partido hijos suelen cuestionarse votan igual
771,escuela paga igual manera voto iria claudia eres cuestion ver pais mal prian
772,amigo minimo sabes comentarios hacen hacia votan morena literalmente dicen hambreados pobres no hacen misma razon algo bastante obvio toman en
773,cuenta muchos votan tambien claudia propuestas xochitl estan dlv maynez decentes pero dificil ocurran mexico
774,claudia comunista propuestas digas estan bien todas mismo
775,unico xochitl hizo debate pelear claudia obviamente claudia respondio misma manera vulgar xochitl
776,pelear solo vi dijo cara verdades titere amlo dedico contar mentiras vez
777,pq van morena becas q dan jjajwjdjdkdiahjajaja
778,nunca recibido beca aun asi apoyo morena
779,lit voy privada voy claudia
780,tipica persona espera dinero gratis quiten morena
781,vuelvo repetir ay bastantes argumentos votar morena digame propone cochil
782,bla bla bla ustedes tan hipocritas convenencieros si error pasado anteriores gobiernos diosito amlo mascotas echarian cara cualquier situacion
783,si bien informado sabe maynes claudia
784,aunque cueste creas amlo sido mejor presidente prian tranza
785,opciones claudia maynes proponen
786,votaria maynes falta camino asi todavia eso morena jamas demostraron igual peor ineptitud anteriores gobiernos
787,jajaja bro neta defiendo xochitl hecho hermana presa responsabilidad decir claudia responsable marido recibio dinero sobres amarillos
788,si estan claramente favor claudia sheinbaum pardo proxima presidente
789,escuela privada aun asi ganamos cuentas favor morena
790,seria mejor mas aceptable claudia
791,claudia arqui juve d maynez nulos
792,claudia da apoyo publica gana
793,si padres chambear mija
794,jajaja equivoques morena vale da apoyos ganar votos sabe gente ignorante
795,amlo dijo ignorantes
796,privilegiados van morena estan pagados becas dinero etc
797,poreso amlo basicamente comprando votos becas
798,pdo gente cree alta sociedad irle morena jshdjs
799,claudia presidenta
800,mucha gente juzga van votar morena ya morena va ayudar bajos recursos
801,tambien si ganaba claudia les hiban dar beca
802,preocupa gente dice claudia
803,claudia sheinbam presidenta
804,pueden ser publica privada llevara victoria claudia sheinbaum pardo buenos resultados
805,bro sabias morena asco inseguridad
806,carajo crees decir si oa gente humilde si votaron morena mayoria maynez
807,claudia presidenta
808,claudia ustedes si saben
809,aver si votas xochitl gusta gobierno puedes elegir si votas claudia gusta dinero vas poder elegir entiende chairo
810,morona quiere hacer pais dictadura bueno botar puerco morena
811,piensa morena quiere convertir mexico dictadura
812,morena importa m erda pobres solo quieren voto den unas pocas croquetas quedarse genera pais
813,callate wey sabes sabes nada necesitamos pension trabajamos llueva cielo deberia contestar andes bocon
814,sabian si gana claudia automaticamente aplicara ley todas casas haran gobierno osea casa podras heredar
815,conociente gente vota morena jodidos tambien desconocen politica saben morena quiere apropiar industria privada quieren hacer venez
816,votar morena simplemente becas das lastima gobierno quiere q sigas siendo pobre q dependas
817,conozco politica papa diputado mama despacho abogados q explican tonterias q quiere hacer morena pais cosa q veo q desconoces
818,jajajaja critican sabe hablar seguidores amlo jajajaja
819,solo nino porqe morena va pais
820,pongase trabajar vivo monterrey voy claudia
821,nl mayoria gente q conozco va votar claudia
822,si amlo ustedes ido san pedro sequia falta agua gobiernos anteriores actual habian solucionado
823,creiamos vimos resultados sabios cambiar asi voto morena saludos mty nl
824,nooo priandejo ciudadana credencial elector derechos vigentes votar decidida dar voto claudia
825,tu claudia sheimbaum lagartija morena anciano narco palacio plan saludos hdtspmignorant scheyropithekus tpm
826,cuales resultaros oiga jajajajajajaj morena
827,quitese venda ojos don si va ganar claudia haga chaquetas mentales
828,nl voy claudia
829,voto masivo claudia sheinbaum candidatos morena va plan viva viva morena viva mexico
830,mty voy votar claudia
831,cambiaron cosas asi pais olviden vamos plan v inteligentes cambiando morena
832,inteligentes votan morena fabula dice si burro dice inteligente dile si feliz riendose cara si inteligente
833,entonces ahora descarrilo ten maya entonces si culpa amlo hizo mal metro misma claudia contrato empresa dictamino causa falta mantenimiento claudia hizo demando
834,mames ebrard morena encargado investigacion dijo falta mantenimiento maromas
835,entendi q dijiste q gano amlo puntos mas q anaya creo q anaya quedo
836,quisiera mostrartela pequena investigacion puedes encontrar raro ebrard pronuncio favor morena sigue ahi libre
837,pues dijiste culpable marcelo ahora morena taboada ver cuales detenido veo marcelo claudia carcel sorpresa candidata
838,morena obtiene votos gente mas ignorante mas analfabetismo mas apoyo morena felicidades ser parte gremio contribucion avance autoritarismo
839,llamas inteligentes nuevo leon jamas ganara morena
840,reves votaron amlo van votar vez morena morena ganando votos mas bien perdiendo arrepentidos
841,guadalupe equivocado viera vox populi casi nadie morena sabes salieron peores
842,nuevo leon figura morena
843,san pedro voy claudia
844,viva viva claudia
845,nuevo leon voto claudia
846,nuevo leon si arriba claudia
847,hajaajajajajaja claudia titere toda mensa
848,tu claudia sheimbaum lagartija morena anciano narco palacio plan saludos hdtspmignorant scheyropithekus tpm
849,abajo claudia
850,nuevo leon vamos claudia
851,tu claudia sheimbaum lagartija morena anciano narco palacio plan saludos hdtspmignorant scheyropithekus tpm
852,nuevo leon voy claudia sheinbaum
853,tu claudia sheimbaum lagartija morena anciano narco palacio plan saludos hdtspmignorant scheyropithekus tpm
854,nuevo leon panista vez voy dra claudia quiero pais siga mismo rumbo
855,tu claudia sheimbaum lagartija morena anciano narco palacio plan saludos hdtspmignorant scheyropithekus tpm
856,habia programas sociales hoy dia estan solo gobernaban morena hoy
857,nl si votare morena
858,tu claudia sheimbaum lagartija morena anciano narco palacio plan saludos hdtspmignorant scheyropithekus tpm
859,claudia amor
860,tu claudia sheimbaum lagartija morena anciano narco palacio plan saludos hdtspmignorant scheyropithekus tpm
861,mira mitin claudia municipios nl literal llenos
862,nl xochitl creo samlo hizo
863,guadalupe aqui mayoria va claudia
864,aparte pasa viaje firmo convenio gobernador texas permitirle acceso camaras seguridad
865,plan vamos morena claudia voto masivo prian desesperado ano desaparecen
866,plan viva morena
867,guerrero michoacan pais jajaja dice q empezo gobierno prian ahora morena
868,mando clausurar libreria cumplia documentos ser ex gobernador exime ley tome dato candidato
869,jajaja si gobierna morena seguros
870,hace gobierno federal morena gobierna voltea lado
871,claudia presidenta
872,quieres entregar recursos naturales alos americanos viva amlo viva mexico claudia voto animo
873,sheinbaum rockefeller
874,bueno mejor amlo destruya selva tren
875,si sabes lopez regala cuba buques gasolina alimentos maquinaria agricola millones pesos mexicanos regalado isla
876,bravo xochitl excelente trabajo eeuu vean cuanta gente asistio eventos ver cincuenta vandalos envio morena pt
877,molestarla felicidades presidente xochitl o votamos xochitl candidatos fam amlo impondra dictadura
878,amlo hizo ecocidio mas grande historia quieras verlo cosa
879,amlo va badiraguato xochitl va nueva york
880,nueva york lugar preguntas lopez obrador
881,morena va plan
882,claudia proxima presidenta
883,suenos mexicanos trabajadores pagamos impuestos darle gustos amlo gabinete viejo pri
884,misma razon lopez paro acapulco
885,oooohh si claro deja anoto lista logros invisibles lopez
886,gracias dejarlo tan claro votare claudia
887,afortunadamente parecido amlo
888,que peor amlo aumento delincuencia drasticamente provoco ciudades mas peligrosas mexicanas viviendo lujo hijos
889,ose aceptas amlo malo bien
890,nombre poco saquen expriistas stan morena primero
891,cierto va pueblos pequenos ensucia zapatos ganamos morena pt
892,ahora primero lopez
893,morena hace mas descaro medicamento seguridad vean avanza tantas cosas mexico asaltos buena lopez narco
894,morena no solo da pesos crees roba si nunca mas hacen
895,olgazanes lopez estan peor fuera morena fuera
896,creo claudia
897,tu mayoria inteligencia va claudia
898,millon claudia
899,mas votar morena presidencia diputados senadores
900,cartel morena coapa acaban parar querian construir mil deptos pericoapa oposicion paro toma chairo banana
901,claudia hizo cayo metro
902,fallos humanitarios suelen suceder pasan muchas ciudades urbanizadas obviamente solo pasa claudia existen mas secretarias
903,dije xochitl claudia responde pregunta
904,claudia solo tiro metro linea
905,gracias hablar claudia respondiste pregunta
906,sabes ocurrio eso nearshoring provoca inversion extranjera pais peso aprecio aumento tasas interes repito gracias amlo
907,amlo expropiando empresas va crecer inversion
908,amlo expropiado nada solo cobrado impuestos aquellos empresarios apoyan si perdona
909,claudia sheinbaum presidenta
910,luego amlo entiende ajajajaja
911,amlo no claudia si
912,entonces admites amlo compro digo beco jajaja
913,voto morena arriba amlo
914,chsmd morena
915,propuesta momia claudia seguir tragedia seguir ordenes lopez pues wow
916,mejor ordenes obrador alito cia venden empresarios vuelven millonarios demas presidentes prian
917,momia solo seguira ordenes obrador tapar mas grande saqueo pais visto si empresarios vuelven millonarios bodoques lopez amigos
918,divertido morena seguira anos plan claudia sheinbaum pardo
919,si ezdeque morena plan
920,daria razon si claudia contrario propuesta claudia solo sido seguir transformacion transformacion traido bueno mexico
921,asi es anos mas modo tendran aguantar asi ataques repetitivos plan claudia sheinbaum pardo
922,pues claro quieren seguir invirtiendo mas sexenio record inversion extranjera record reservas vamos claudia
923,jaja beneficiar hijos lopez amigos
924,claudia elegida pueblo mexicano
925,claudia presidenta
926,clago toga gazon voto claudia sheinbaum
927,titina obrador bueno quisieramos ver recibiendo abrazos dan mexico
928,perdon escuchaste pobrecito visto autoritaria claudia callando protestan mitines ahi si cuidado
929,presente algun mitin claudia
930,amlo amor narcos
931,siga transformacion plan
932,contigo claudia
933,exito proxima presidenta claudia sheinbaum saludos bendiciones
934,proxima presidenta mexico viva claudia sheimbaum viva cuarta transformacion
935,plan voto masivo claudia
936,claudia futura presidenta
937,animo usted cada estado millones queremos continuidad cuidarse garganta aun falta sigan escuchando claudia sheinbaum proxima presi
938,claudia presidenta
939,dios bendiga senora claudia primeramente dios presidenta sacar mas adelante pueblo mexico usted confiamos
940,voto masivo morena
941,contigo claudia
942,hola claudia
943,claudia transformacion
944,vamos claudia
945,bendiciones morelia grandiosa ciudad abrazo dra scheinbaum
946,futura presidenta claudia apoyamos dallas texas
947,gran eleccion sra claudia todo persona preparada nivel ser candidata
948,claudia presidenta
949,von claudia mil
950,vamos claudia
951,arriba presidenta claudia
952,exactamente amlo quiso quitar darles mas apoyo campanas adivina opuso los lema ine toca ine toca
953,va voto claudia
954,animo titina lopez
955,totalmente acuerdo claudia
956,plan morena
957,puso amo autorizo valio diga jefe
958,venga claudia
959,favor claudia
960,vamos claudia
961,vamos pueblo ayudar doctora claudia ganar plan presidente
962,amo claudia
963,solo morena
964,vamos morena
965,contigo claudia traes buena escuela
966,pues zedillo fox errores asi amlo pagaremos cancelar aeropuerto dinero q podria servir buen sistema pensions
967,perdon vicente fox andres manuel aqui
968,ok abril pri decadas hegemonia mas morena actualmente ostentando cargos jaja
969,hecho anos amlo votaron el hiciera milagros anos
970,plan c laudia
971,jajaja ayas q hacer elijan jaja tirabas cabeza algodon va hacer queremos andres nuevo presidente ok
972,jajaja si ahora resulta bueno amlo hace prian quiere pueblo poder nunc
973,nah creo apoyaron reforma energetica amlo propuso asi bajar luz mexicanos
974,dijo antes decia viejitos servianvamos sacar quedan morena
975,pues amlo muerde lengua dias
976,amlo colmillo opositores
977,gracias voy morena
978,claudia reeleccion
979,entiende vamos morena
980,si detenido harfuch si brazo derecho cobijado morena
981,pronto hara compania amlo
982,alumno morena harfuch
983,amlo nombra presidente
984,tan asi amlo contrato colaborador mas cercano
985,presidente lopez obrador si llegado alos pobres quitado merecia ase
986,morena necesita aliarse nadien
987,siii morena
988,morena morena morena arriba
989,unidos que que cada vez mas seguro ir claudia
990,salen lopez bolsillo
991,candidata lopez presidente
992,arriba morena claudia arriba
